nodeID nodeLabel
520 Y73F8A.5
521 spr-2
522 dac-1
523 pqn-53
524 act-2
525 T05E7.1
526 pdl-1
527 prx-5
528 F40F9.6
529 ant-1.1
530 ruvb-1
531 ruvb-2
532 nex-3
533 ifb-1
534 gln-6
535 C28H8.11
536 gale-1
537 dnc-2
538 art-1
539 atp-2
540 tct-1
541 R02F11.4
542 T05A8.3
543 lec-1
544 W10G11.20
545 Y53F4B.22
546 san-1
547 pxl-1
548 F57G12.2
549 alp-1
550 C28H8.9
551 dsh-1
552 C44C10.4
553 F36G3.1
554 tag-260
555 mig-5
556 cpr-5
557 gsto-1
558 T03F1.1
559 C29F9.5
560 pccb-1
561 C02F5.6
562 F20H11.5
563 R01H10.5
564 rad-51
565 rpn-3
566 F19B10.1
567 rpn-7
568 dss-1
569 C32H11.5
570 C33A11.2
571 pph-5
572 ZK637.2
573 glucosylceramidase
574 lon-2
575 F12F6.2
576 tab-1
577 F56F10.2
578 Y116A8C.22
579 Y19D10B.7
580 Y45G5AM.9
581 nhr-42
582 nhr-28
583 F55H2.5
584 C34B2.4
585 mab-5
586 cyp-36A1
587 C34C12.8
588 C34D10.1
589 tag-52
590 cdr-6
591 K08H10.2
592 T02C5.1
593 gop-2
594 B0207.6
595 Y75B8A.14
596 F28D1.2
597 C34F6.6
598 cpb-1
599 C35A5.8
600 otpl-6
601 W07G4.3
602 C35A5.9
603 ubc-1
604 mdf-1
605 asp-6
606 F29D10.2
607 gpd-3
608 rfp-1
609 hum-6
610 ZK742.3
611 vav-1
612 egg-1
613 T28C6.7
614 php-3
615 inx-12
616 C35D10.2
617 dehydrogenase
618 brc-1
619 brd-1
620 K07F5.14
621 pas-4
622 C48B6.3
623 C56C10.7
624 pas-2
625 rpt-4
626 F39H12.1
627 nsf-1
628 C50E3.13
629 klc-1
630 R07B7.2
631 acdh-5
632 asd-2
633 C37A2.7
634 rla-1
635 C37E2.1
636 F43G9.1
637 C37E2.2
638 acdh-10
639 rgr-1
640 gst-5
641 nhr-91
642 tag-325
643 prk-1
644 C34D4.2
645 mlc-4
646 F21H7.3
647 R09B3.2
648 T10E10.4
649 pen-2
650 nhr-251
651 ZK938.1
652 methylase
653 rfc-1
654 dli-1
655 sqt-2
656 mtx-1
657 pbs-7
658 fhod-2
659 col-143
660 Y113G7A.13
661 Y57G11C.22
662 C40A11.2
663 col-10
664 F21D5.6
665 nlg-1
666 C05D9.7
667 C40H1.6
668 C42C1.4
669 exoc-7
670 F17A9.5
671 C44B11.1
672 D1081.6
673 C44B7.1
674 rpt-5
675 tap-1
676 ain-1
677 rps-9
678 ufd-2
679 his-74
680 ccg-1
681 aspm-1
682 lin-24
683 cmd-1
684 C45G9.5
685 C01B7.5
686 M176.2
687 C45G9.7
688 nfm-1
689 F59E12.11
690 hmp-2
691 alpha-B-crystallin
692 phat-1
693 ima-3
694 sdpn-1
695 Thiolases
696 eif-3.B
697 wwp-1
698 ZK484.1
699 pbs-2
700 C47D12.2
701 B0391.10
702 C31H5.4
703 F52E1.13
704 dut-1
705 M106.4
706 wts-1
707 T23F11.2
708 pes-1
709 Y105E8A.1
710 Y106G6H.14
711 col-120
712 Y43C5B.2
713 gdi-1
714 lsm-3
715 twk-37
716 eya-1
717 B0478.3
718 lin-66
719 C02B10.5
720 C02F12.8
721 egl-27
722 C09G1.4
723 ceh-33
724 C14C11.2
725 sel-8
726 unc-11
727 dyc-1
728 C35E7.2
729 ntl-4
730 C53C7.3
731 ptb-1
732 D2096.8
733 dmd-6
734 sem-4
735 F20A1.6
736 tag-173
737 tag-153
738 mec-8
739 wrt-2
740 F53E4.1
741 F54C8.7
742 F54D8.6
743 unc-39
744 lys-6
745 F59A2.4
746 H28G03.2
747 fozi-1
748 meg-1
749 meg-2
750 K02E10.4
751 atf-2
752 rle-1
753 imb-2
754 asd-1
755 T01G1.3
756 kin-10
757 gla-3
758 T04H1.5
759 fox-1
760 gld-3
761 T25E4.1
762 lec-10
763 afd-1
764 taf-1
765 W08E12.8
766 pop-1
767 srd-73
768 scrm-7
769 Y54G2A.26
770 nhr-13
771 ZK121.2
772 ZK973.9
773 cyp-33E1
774 noah-2
775 C49F5.6
776 tsp-12
777 C49G7.1
778 dyn-1
779 C05C8.7
780 F33E11.3
781 F54B11.5
782 unc-23
783 mup-2
784 Y57G11C.9
785 C50B8.4
786 mcm-3
787 pah-1
788 his-35
789 tag-303
790 col-119
791 rpt-1
792 F35G12.12
793 hda-1
794 sec-15
795 prp-8
796 F32A11.1
797 F55A11.1
798 T22F3.2
799 C53C7.1
800 col-125
801 F52C6.3
802 C53D6.6
803 par-5
804 C54E10.6
805 ifb-2
806 F55C12.1
807 syd-9
808 rpl-19
809 nfya-1
810 T21B10.1
811 nhr-171
812 npp-11
813 nlp-25
814 rfc-4
815 pcn-1
816 unc-15
817 mdt-18
818 F37C4.5
819 C55C3.1
820 egl-21
821 far-2
822 isp-1
823 Y38F1A.6
824 icd-1
825 prx-19
826 nob-1
827 let-767
828 ubh-4
829 uri-1
830 mdt-15
831 T28H10.2
832 rpl-18
833 col-181
834 pas-6
835 F09E5.7
836 Y39G10AR.15
837 D1007.5
838 npp-20
839 col-149
840 srh-20
841 C05C12.5
842 glb-4
843 C25F9.4
844 scl-6
845 C40H1.2
846 esterase
847 C47E8.3
848 CC8.1
849 tag-175
850 eif-3.F
851 E02C12.11
852 F13C5.3
853 F28B4.3
854 psa-3
855 nhr-96
856 mua-1
857 K04C1.5
858 M04G7.2
859 T24B8.5
860 Y105E8B.7
861 crn-1
862 Y50E8A.1
863 Y57A10A.23
864 lgc-7
865 Y57G11C.3
866 ZC443.1
867 ZK1307.2
868 ZK930.4
869 cah-2
870 lntl-1
871 srx-137
872 lit-1
873 gst-42
874 secs-1
875 C27A12.2
876 F53G12.4
877 cnx-1
878 D1054.1
879 col-3
880 D2007.4
881 Y41E3.7
882 C06E1.1
883 D2092.1
884 praf-3
885 F13E6.1
886 F56A8.3
887 yop-1
888 acl-9
889 ZK822.4
890 D2013.6
891 prg-1
892 gei-7
893 C35E7.1
894 F25H2.5
895 cey-1
896 cul-1
897 F15C11.2
898 Y37D8A.16
899 asna-1
900 mfb-1
901 sdz-18
902 E01A2.1
903 F25H9.6
904 gcs-1
905 pkc-2
906 oac-1
907 C30H7.2
908 F54A3.4
909 col-77
910 par-6
911 clec-76
912 gst-39
913 nhr-19
914 nhr-32
915 nhr-49
916 maoc-1
917 cif-1
918 F01D5.1
919 ugt-57
920 rpl-11.2
921 rab-11.1
922 T27A3.1
923 rabn-5
924 F01G12.6
925 F07C6.4
926 rfl-1
927 cyp-13B1
928 K10C8.1
929 F07C4.11
930 C06A6.5
931 sgn-1
932 bas-1
933 F08B6.3
934 scrm-8
935 vps-39
936 tag-197
937 ifp-1
938 R01B10.4
939 R107.5
940 chc-1
941 Y17G9B.9
942 apy-1
943 acl-6
944 nhr-41
945 F08F3.9
946 mlc-2
947 F01G4.6
948 nas-11
949 F08G12.2
950 col-93
951 F08G2.5
952 ugt-46
953 C54E10.2
954 numr-1
955 lec-11
956 F54H12.6
957 cbd-1
958 R10E4.1
959 T05B11.1
960 Y48C3A.10
961 ccdc-47
962 coh-3
963 F12E12.6
964 pkc-3
965 F09F3.5
966 F14B8.4
967 ttr-21
968 cup-5
969 F09F7.7
970 ztf-17
971 skn-1
972 nspb-12
973 F10B5.2
974 F41H10.4
975 tub-1
976 rbg-3
977 pch-2
978 emb-27
979 cdc-26
980 Y55B1AL.2
981 mat-3
982 C06E1.9
983 vps-33.2
984 F14E5.2
985 rpa-0
986 fum-1
987 K02G10.3
988 M60.2
989 rps-20
990 gly-8
991 ZK1248.15
992 F10D11.2
993 ugt-41
994 clec-190
995 scc-1
996 B0024.11
997 C30F2.3
998 F11E6.1
999 F13D12.6
1000 vig-1
1001 K08F8.1
1002 atl-1
1003 Y24F12A.2
1004 F11A3.2
1005 C50E3.5
1006 ddr-2
1007 gst-7
1008 srgp-1
1009 nhr-31
1010 C46E10.9
1011 tir-1
1012 F59A2.6
1013 kgb-1
1014 Y42G9A.1
1015 Y43B11AR.1
1016 dylt-1
1017 glp-1
1018 F13H10.1
1019 C56E6.3
1020 EEED8.6
1021 T28D6.4
1022 Y71G12B.11
1023 nhr-45
1024 hexokinase
1025 unc-97
1026 C34C12.5
1027 F46F11.7
1028 vab-3
1029 hgrs-1
1030 C26G2.2
1031 unc-98
1032 tam-1
1033 let-92
1034 decarbaxylase
1035 H06I04.1
1036 msp-142
1037 T06G6.3
1038 Y44E3A.6
1039 scrm-2
1040 cyp-13A11
1041 tsfm-1
1042 cyp-35D1
1043 rgs-2
1044 F13H8.6
1045 ceh-40
1046 mdt-29
1047 unc-62
1048 C05C8.1
1049 C34E10.8
1050 C44B12.5
1051 attf-1
1052 unc-87
1053 hif-1
1054 K04H4.2
1055 mep-1
1056 rnp-8
1057 lin-7
1058 eps-8
1059 coq-5
1060 wrn-1
1061 mut-14
1062 fbxa-215
1063 scc-3
1064 rec-8
1065 nlp-7
1066 C01B4.8
1067 F19B6.1
1068 npl-4.1
1069 nekl-3
1070 kin-21
1071 nlr-1
1072 F20B10.3
1073 cgt-2
1074 hrs-1
1075 W04A8.1
1076 klp-11
1077 K01C8.1
1078 zyg-9
1079 C53B7.3
1080 Y37E3.1
1081 gpd-4
1082 lin-5
1083 chw-1
1084 tag-347
1085 klp-13
1086 rps-5
1087 F22F7.1
1088 C53A3.2
1089 rpl-10
1090 F22F7.6
1091 F35G2.2
1092 bmk-1
1093 ifd-2
1094 pdhk-2
1095 ubxn-1
1096 cdc-48.1
1097 C13G5.2
1098 C25E10.8
1099 cdc-48.2
1100 K08E3.4
1101 fbxb-118
1102 ero-1
1103 F23F1.5
1104 F23H12.2
1105 C10G11.7
1106 rgef-1
1107 ztf-20
1108 F25B5.3
1109 ugtp-1
1110 glc-2
1111 alh-9
1112 F25G6.8
1113 hgo-1
1114 rtel-1
1115 W09D10.3
1116 F25H2.4
1117 Y57G7A.10
1118 pas-5
1119 H28O16.1
1120 F25H5.3
1121 F26B1.2
1122 vha-8
1123 C25A1.4
1124 prp-4
1125 xrn-2
1126 pie-1
1127 Y59A8B.10
1128 let-413
1129 T11B7.1
1130 cco-1
1131 C13F10.2
1132 math-50
1133 rrt-1
1134 rpb-8
1135 cdd-2
1136 cee-1
1137 F26H11.4
1138 F27C1.6
1139 math-14
1140 F14B6.3
1141 bed-2
1142 jmjd-2
1143 tac-1
1144 F27C8.2
1145 T08B2.5
1146 F28A12.1
1147 atx-3
1148 akt-2
1149 K08C7.1
1150 gsp-3
1151 ppgn-1
1152 psr-1
1153 sqv-4
1154 R07E3.7
1155 rpt-2
1156 rpn-1
1157 stl-1
1158 vit-6
1159 F30B5.4
1160 F31C3.2
1161 nmy-2
1162 F23B12.5
1163 F32B4.4
1164 Y46G5A.15
1165 mel-26
1166 F31D5.2
1167 unc-46
1168 C23H3.9
1169 rme-6
1170 F31E3.2
1171 F19C7.5
1172 srx-41
1173 T19D12.5
1174 hpr-17
1175 transposase
1176 F31E8.4
1177 ZK945.7
1178 figl-1
1179 C16C8.12
1180 C36C5.5
1181 gamma-glutamyltranspeptidase
1182 lir-1
1183 spectrin
1184 F35F10.12
1185 F46G10.1
1186 dod-6
1187 Y105C5B.19
1188 npp-16
1189 spd-2
1190 unc-129
1191 cyld-1
1192 col-139
1193 T07C4.10
1194 col-97
1195 vpr-1
1196 F26E4.2
1197 hcp-2
1198 F33H2.6
1199 mpk-1
1200 cyb-3
1201 abu-10
1202 fibrulin-1D
1203 clec-64
1204 jkk-1
1205 EEED8.16
1206 F43G6.8
1207 Y51F10.2
1208 nhr-108
1209 drp-1
1210 gst-38
1211 cyp-33C2
1212 F35F11.1
1213 transketolase
1214 mlcd-1
1215 dim-1
1216 rpl-25.2
1217 H10D18.5
1218 nhr-80
1219 H10E21.4
1220 apc-2
1221 col-166
1222 T22F7.5
1223 exc-7
1224 unc-75
1225 C33E10.10
1226 C50D2.1
1227 F46H5.7
1228 etr-1
1229 F36D4.2
1230 ZK1098.5
1231 syn-13
1232 F20D1.1
1233 gst-12
1234 K06A5.8
1235 gst-15
1236 gst-18
1237 gst-19
1238 folt-2
1239 lec-2
1240 mus-101
1241 F08A8.1
1242 R53.4
1243 T10B10.4
1244 cey-4
1245 pha-4
1246 rps-1
1247 letm-1
1248 F38B6.1
1249 hsp-12.6
1250 hsp-12.2
1251 mom-2
1252 F39B1.1
1253 R06B9.1
1254 uev-1
1255 B0432.8
1256 lin-35
1257 eft-2
1258 K08E3.5
1259 K12D12.5
1260 ubc-13
1261 add-1
1262 C35C5.3
1263 F08F3.4
1264 F39G3.5
1265 T10F2.4
1266 syp-3
1267 sfxn-1.1
1268 C47D2.1
1269 grl-24
1270 F30F8.3
1271 F54D10.5
1272 slt-1
1273 B0432.6
1274 F40F12.7
1275 F57C12.2
1276 F40F8.8
1277 cat-4
1278 xbx-6
1279 F15D4.2
1280 T10H9.3
1281 sbp-1
1282 Y47D7A.13
1283 Y51H7BR.3
1284 Y71F9AL.7
1285 F40H3.2
1286 glr-6
1287 clec-63
1288 unc-6
1289 F45H10.3
1290 F41E7.3
1291 rps-4
1292 F41G3.10
1293 F41G4.1
1294 D1037.1
1295 unc-57
1296 htp-1
1297 F42A10.3
1298 par-3
1299 syg-1
1300 W09C5.8
1301 Y48B6A.12
1302 F42F12.3
1303 pdi-3
1304 mkk-4
1305 jnk-1
1306 F54A3.6
1307 W03C9.2
1308 fbxc-20
1309 F38A5.7
1310 pmk-2
1311 alh-11
1312 his-41
1313 ptl-1
1314 act-4
1315 T08A9.6
1316 F42H10.6
1317 F42H10.7
1318 col-140
1319 pfd-2
1320 B0464.9
1321 spdl-1
1322 mel-11
1323 nhr-64
1324 C49A9.6
1325 C49C3.7
1326 F10E9.3
1327 git-1
1328 fasciclin
1329 ifa-1
1330 F42C5.10
1331 F47B10.2
1332 K04G2.10
1333 K04G7.1
1334 K06H6.1
1335 ifc-2
1336 cku-80
1337 rskn-1
1338 nhr-69
1339 skp-1
1340 W10D9.3
1341 mua-6
1342 Y17G7B.4
1343 mek-2
1344 deb-1
1345 ces-1
1346 F33G12.5
1347 F43G9.5
1348 sptl-2
1349 sex-1
1350 zyx-1
1351 lin-36
1352 lam-2
1353 F10G8.8
1354 F45G2.3
1355 ifa-4
1356 K06A4.5
1357 irs-1
1358 eor-1
1359 T22H2.6
1360 lin-40
1361 Y82E9BR.13
1362 ZK1127.4
1363 F44B9.9
1364 cpr-4
1365 F44C8.7
1366 nhr-142
1367 mlk-1
1368 F44E7.9
1369 unc-44
1370 C04F5.8
1371 C15A7.2
1372 die-1
1373 C27H5.2
1374 C35E7.8
1375 C36B1.11
1376 C36B1.8
1377 abcf-1
1378 tag-299
1379 F25H9.2
1380 hsp-1
1381 F32D8.3
1382 F47B10.1
1383 spt-4
1384 spd-5
1385 pdr-1
1386 ztf-4
1387 T10B11.5
1388 grd-6
1389 T20D4.4
1390 ssl-1
1391 flh-1
1392 Y47G6A.15
1393 Y48E1A.1
1394 Y54F10AM.7
1395 ncl-1
1396 ZK652.6
1397 tag-169
1398 his-71
1399 C04A11.1
1400 nlp-15
1401 F45G2.4
1402 Y71F9AL.17
1403 F02D10.6
1404 F54D5.9
1405 G-protein
1406 Y48G10A.2
1407 kin-20
1408 B0495.5
1409 him-6
1410 F46G11.1
1411 tag-257
1412 rhr-1
1413 rps-24
1414 T12A2.2
1415 hmg-1.2
1416 C34C12.2
1417 pqn-20
1418 nmy-1
1419 M151.7
1420 pqn-62
1421 ima-1
1422 Y66D12A.5
1423 F47G4.4
1424 F07F6.8
1425 dyb-1
1426 B0303.7
1427 C44B9.2
1428 F44D12.1
1429 tag-199
1430 F57B10.3
1431 F57C2.5
1432 F59C12.3
1433 ifd-1
1434 alx-1
1435 zip-3
1436 Y39G10AR.10
1437 efl-2
1438 nft-1
1439 skpt-1
1440 puf-8
1441 F48F7.7
1442 bra-2
1443 M03F4.6
1444 Y53F4B.11
1445 Y55F3BR.2
1446 Y55F3C.6
1447 zim-3
1448 abts-2
1449 K09G1.1
1450 sec-3
1451 C43E11.11
1452 F28C10.1
1453 F57B10.4
1454 mom-4
1455 C42D4.1
1456 K11G9.5
1457 ucr-2.1
1458 rps-22
1459 aminotransferase
1460 F53F4.10
1461 cutl-20
1462 Y106G6A.5
1463 mes-3
1464 dlc-2
1465 emb-30
1466 C01H6.9
1467 erp72
1468 prx-12
1469 mcm-2
1470 F54D7.2
1471 cyp-34A6
1472 tag-93
1473 helicase
1474 npp-2
1475 rcn-1
1476 tag-182
1477 F44A2.7
1478 clec-28
1479 sel-10
1480 skr-1
1481 nhr-22
1482 R10D12.13
1483 Y41C4A.12
1484 F55F3.3
1485 cpf-2
1486 gst-40
1487 carboxylesterases
1488 png-1
1489 kap-1
1490 C15H11.9
1491 ape-1
1492 klp-4
1493 cogc-2
1494 F36D4.5
1495 opt-3
1496 bag-1
1497 T03G11.6
1498 Y43F8B.2
1499 ubxn-2
1500 mei-2
1501 mei-1
1502 gei-17
1503 htp-3
1504 pkc-1
1505 srsx-36
1506 pri-1
1507 rps-2
1508 pab-1
1509 tbg-1
1510 tbb-2
1511 C44B7.5
1512 gip-2
1513 F08F8.2
1514 dad-1
1515 tre-1
1516 let-75
1517 F58B3.6
1518 rfc-2
1519 rps-8
1520 lpd-7
1521 F58G11.6
1522 lips-9
1523 nhr-1
1524 nhr-34
1525 F35C8.5
1526 srh-166
1527 ZC443.4
1528 cri-3
1529 swp-1
1530 col-169
1531 F59A3.3
1532 ZK899.5
1533 nsy-1
1534 sec-10
1535 F59B2.3
1536 T03F6.3
1537 ddl-1
1538 C55A6.9
1539 F59B1.2
1540 hsb-1
1541 zyg-1
1542 unc-120
1543 nex-1
1544 ver-3
1545 T04B8.3
1546 F59F4.2
1547 cyp-31A2
1548 gip-1
1549 C14B9.3
1550 DH11.2
1551 ubl-1
1552 K09H11.1
1553 R151.6
1554 fbxa-11
1555 rpl-32
1556 ZK1010.3
1557 pms-2
1558 mlh-1
1559 pfd-5
1560 hus-1
1561 pdi-2
1562 ceh-26
1563 hda-3
1564 mrt-2
1565 msh-2
1566 msh-6
1567 dcn-1
1568 pdk-1
1569 pcm-1
1570 twk-14
1571 rnf-113
1572 B0035.6
1573 srj-14
1574 C08G9.2
1575 twk-39
1576 C32D5.12
1577 C35E7.5
1578 apl-1
1579 inx-14
1580 elo-2
1581 glb-14
1582 ttyh-1
1583 ztf-7
1584 glb-17
1585 pqe-1
1586 F53F4.12
1587 cyp-14A2
1588 K09C6.2
1589 top-2
1590 M03B6.3
1591 R11F4.1
1592 gst-41
1593 daf-16
1594 T01A4.2
1595 T04F8.8
1596 math-39
1597 Y38F1A.8
1598 fcd-2
1599 srt-42
1600 grl-5
1601 cin-4
1602 msp-113
1603 hpl-2
1604 Y55F3AM.13
1605 ran-1
1606 B0019.2
1607 col-144
1608 cpg-2
1609 vit-5
1610 C16A11.5
1611 imp-1
1612 rab-1
1613 D2005.4
1614 D2045.2
1615 F10C5.2
1616 rps-11
1617 tsr-1
1618 T24F1.2
1619 tag-51
1620 rnp-7
1621 rsp-6
1622 K05B2.4
1623 pbs-5
1624 atg-16.2
1625 F28H7.8
1626 nhr-53
1627 C46F11.2
1628 Y82E9BR.3
1629 col-19
1630 nhr-51
