"";"Layer";"Node";"p=0.05";"p=0.1";"p=0.14";"p=0.19";"p=0.24";"p=0.29";"p=0.33";"p=0.38";"p=0.43";"p=0.48";"p=0.52";"p=0.57";"p=0.62";"p=0.67";"p=0.71";"p=0.76";"p=0.81";"p=0.86";"p=0.9";"p=0.95"
"28";2;8;0,659210670722953;0,690150975317068;0,719369311383252;0,763171397488776;0,817794776282487;0,887642945920151;0,960149190653581;1;1;1;1;1;1;1;1;1;1;0,293533913567202;1e-04;1e-04
"29";2;9;0,680914220947485;0,712261501865488;0,741848517808677;0,786176587460203;0,841414205476913;0,911986393054379;0,985164029155444;1;1;1;1;1;1;1;1;1;1;0,278008172719266;1e-04;1e-04
"30";2;10;0,673310128521965;0,704514850772594;0,733972722715002;0,778116546610469;0,833139003542545;0,903457575115644;0,976400030446511;1;1;1;1;1;1;1;1;1;1;0,283448380846466;1e-04;1e-04
"31";2;11;0,680914220947485;0,712261501865488;0,741848517808676;0,786176587460203;0,841414205476913;0,911986393054379;0,985164029155445;1;1;1;1;1;1;1;1;1;1;0,278008172719266;1e-04;1e-04
"32";2;12;0,680914220947486;0,712261501865488;0,741848517808676;0,786176587460203;0,841414205476913;0,91198639305438;0,985164029155445;1;1;1;1;1;1;1;1;1;1;0,278008172719266;1e-04;1e-04
"33";2;13;0,680914220947485;0,712261501865488;0,741848517808675;0,786176587460203;0,841414205476914;0,911986393054379;0,985164029155446;1;1;1;1;1;1;1;1;1;1;0,278008172719266;1e-04;1e-04
"34";2;14;0,680914220947486;0,712261501865488;0,741848517808674;0,786176587460203;0,841414205476915;0,91198639305438;0,985164029155447;1;1;1;1;1;1;1;1;1;1;0,278008172719266;1e-04;1e-04
"35";2;15;0,680914220947485;0,712261501865488;0,741848517808674;0,786176587460203;0,841414205476915;0,911986393054379;0,985164029155447;1;1;1;1;1;1;1;1;1;1;0,278008172719266;1e-04;1e-04
"36";2;16;0,658403794866373;0,689328959732223;0,718533580769379;0,7623161001924;0,816916629346761;0,886737865841874;0,959219135007155;1;1;1;1;1;1;1;1;1;1;0,294110935011149;1e-04;1e-04
"37";2;17;0,680914220947485;0,712261501865488;0,741848517808673;0,786176587460203;0,841414205476917;0,91198639305438;0,985164029155447;1;1;1;1;1;1;1;1;1;1;0,278008172719266;1e-04;1e-04
"38";2;18;0,673737377470026;0,704950112405934;0,734415243026583;0,778569422618576;0,833603972813795;0,903936798950462;0,976892472699382;1;1;1;1;1;1;1;1;1;1;0,283142765951017;1e-04;1e-04
"39";2;19;0,666473698433907;0,697550228326079;0,726891970788689;0,770870116520749;0,825699095828322;0,895789610807423;0,96852058624985;1;1;1;1;1;1;1;1;1;1;0,288338885592825;1e-04;1e-04
"40";2;20;0,665666752433173;0,696728144803349;0,726056174225058;0,770014756085472;0,824820888988289;0,894884474560209;0,967590477981574;1;1;1;1;1;1;1;1;1;1;0,288916025263569;1e-04;1e-04
