Layer;Node;Label;Strength;StrengthIn;StrengthOut;Degree;DegreeIn;DegreeOut;PageRank;Eigenvector;Hub;Authority;Katz;Multiplexity;Kcore
1-Multi;21;EGAA;-;-;-;22;22;22;0.160184779803213;NA;NA;NA;NA;-;-
1-Multi;22;EBBR;-;-;-;104;104;104;0.712878379536049;NA;NA;NA;NA;-;-
1-Multi;23;LTAF;-;-;-;10;10;10;0.139959255871655;NA;NA;NA;NA;-;-
1-Multi;24;LTBA;-;-;-;97;97;97;0.668307760409671;NA;NA;NA;NA;-;-
1-Multi;25;LTAJ;-;-;-;6;6;6;0.119837022678796;NA;NA;NA;NA;-;-
1-Multi;26;LKPR;-;-;-;81;81;81;0.594907833338718;NA;NA;NA;NA;-;-
1-Multi;27;EKCH;-;-;-;89;89;89;0.515978380462562;NA;NA;NA;NA;-;-
1-Multi;28;ESSA;-;-;-;69;69;69;0.430087765239271;NA;NA;NA;NA;-;-
1-Multi;29;LTAC;-;-;-;30;30;30;0.23860552803672;NA;NA;NA;NA;-;-
1-Multi;30;EPKK;-;-;-;28;28;28;0.193924859166487;NA;NA;NA;NA;-;-
1-Multi;31;ENGM;-;-;-;91;91;91;0.518777140803233;NA;NA;NA;NA;-;-
1-Multi;32;EKBI;-;-;-;15;15;15;0.151304475303425;NA;NA;NA;NA;-;-
1-Multi;33;EDDB;-;-;-;45;45;45;0.223641963311982;NA;NA;NA;NA;-;-
1-Multi;34;LIMC;-;-;-;85;85;85;0.422627522336618;NA;NA;NA;NA;-;-
1-Multi;35;EPGD;-;-;-;23;23;23;0.187999200244471;NA;NA;NA;NA;-;-
1-Multi;36;LTFJ;-;-;-;70;70;70;0.462010766419111;NA;NA;NA;NA;-;-
1-Multi;37;LEIB;-;-;-;35;35;35;0.186109648914553;NA;NA;NA;NA;-;-
1-Multi;38;EDDM;-;-;-;139;139;139;0.623803235001613;NA;NA;NA;NA;-;-
1-Multi;39;LEVT;-;-;-;10;10;10;0.152684864486014;NA;NA;NA;NA;-;-
1-Multi;40;LEBL;-;-;-;137;137;137;0.638462520665159;NA;NA;NA;NA;-;-
1-Multi;41;LLBG;-;-;-;22;22;22;0.209367137902555;NA;NA;NA;NA;-;-
1-Multi;42;EPWA;-;-;-;75;75;75;0.513086988237911;NA;NA;NA;NA;-;-
1-Multi;43;EDDG;-;-;-;13;13;13;0.136250575372102;NA;NA;NA;NA;-;-
1-Multi;44;ESMS;-;-;-;7;7;7;0.126834666418093;NA;NA;NA;NA;-;-
1-Multi;45;EDDN;-;-;-;27;27;27;0.194603113217645;NA;NA;NA;NA;-;-
1-Multi;46;LZIB;-;-;-;12;12;12;0.129924881835439;NA;NA;NA;NA;-;-
1-Multi;47;EHBK;-;-;-;5;5;5;0.10788182750477;NA;NA;NA;NA;-;-
1-Multi;48;LROP;-;-;-;25;25;25;0.225697136552494;NA;NA;NA;NA;-;-
1-Multi;49;EINN;-;-;-;9;9;9;0.136123193631184;NA;NA;NA;NA;-;-
1-Multi;50;LEMD;-;-;-;152;152;152;0.809351425204032;NA;NA;NA;NA;-;-
1-Multi;51;EPKT;-;-;-;17;17;17;0.165643536142291;NA;NA;NA;NA;-;-
1-Multi;52;LGIR;-;-;-;20;20;20;0.191658412257999;NA;NA;NA;NA;-;-
1-Multi;53;EGGW;-;-;-;69;69;69;0.288217303628694;NA;NA;NA;NA;-;-
1-Multi;54;EDDV;-;-;-;35;35;35;0.229255433662311;NA;NA;NA;NA;-;-
1-Multi;55;LHBP;-;-;-;76;76;76;0.552097565283243;NA;NA;NA;NA;-;-
1-Multi;56;EDLW;-;-;-;11;11;11;0.134274255175368;NA;NA;NA;NA;-;-
1-Multi;57;LEPA;-;-;-;106;106;106;0.484467796059605;NA;NA;NA;NA;-;-
1-Multi;58;LFLL;-;-;-;34;34;34;0.232614328673923;NA;NA;NA;NA;-;-
1-Multi;59;LFML;-;-;-;32;32;32;0.223168167158417;NA;NA;NA;NA;-;-
1-Multi;60;LTBS;-;-;-;11;11;11;0.138379095022667;NA;NA;NA;NA;-;-
1-Multi;61;EGCC;-;-;-;53;53;53;0.266319462712925;NA;NA;NA;NA;-;-
1-Multi;62;LIPZ;-;-;-;71;71;71;0.337871366522934;NA;NA;NA;NA;-;-
1-Multi;63;LFRS;-;-;-;10;10;10;0.13257359699489;NA;NA;NA;NA;-;-
1-Multi;64;LOWW;-;-;-;122;122;122;0.873516253240618;NA;NA;NA;NA;-;-
1-Multi;65;LGTS;-;-;-;33;33;33;0.241162782035082;NA;NA;NA;NA;-;-
1-Multi;66;LSZH;-;-;-;93;93;93;0.587930681532069;NA;NA;NA;NA;-;-
1-Multi;67;EDDT;-;-;-;65;65;65;0.353699897142983;NA;NA;NA;NA;-;-
1-Multi;68;LFSB;-;-;-;27;27;27;0.21166507265877;NA;NA;NA;NA;-;-
1-Multi;69;EFTU;-;-;-;6;6;6;0.129051657581736;NA;NA;NA;NA;-;-
1-Multi;70;LJLJ;-;-;-;6;6;6;0.127508093273055;NA;NA;NA;NA;-;-
1-Multi;71;EGLL;-;-;-;82;82;82;0.592937801496896;NA;NA;NA;NA;-;-
1-Multi;72;LGKO;-;-;-;25;25;25;0.193448527643094;NA;NA;NA;NA;-;-
1-Multi;73;LTFH;-;-;-;7;7;7;0.124046233815749;NA;NA;NA;NA;-;-
1-Multi;74;LTDA;-;-;-;4;4;4;0.11263186945591;NA;NA;NA;NA;-;-
1-Multi;75;EPWR;-;-;-;19;19;19;0.148473098100529;NA;NA;NA;NA;-;-
1-Multi;76;LIRA;-;-;-;43;43;43;0.189938848408357;NA;NA;NA;NA;-;-
1-Multi;77;EFHK;-;-;-;69;69;69;0.542799327976005;NA;NA;NA;NA;-;-
1-Multi;78;EVRA;-;-;-;56;56;56;0.456759842852235;NA;NA;NA;NA;-;-
1-Multi;79;EYVI;-;-;-;15;15;15;0.161480943423381;NA;NA;NA;NA;-;-
1-Multi;80;LIML;-;-;-;46;46;46;0.295279484289997;NA;NA;NA;NA;-;-
1-Multi;81;ESOW;-;-;-;2;2;2;0.10150262647495;NA;NA;NA;NA;-;-
1-Multi;82;EETN;-;-;-;12;12;12;0.140101472562552;NA;NA;NA;NA;-;-
1-Multi;83;LIRF;-;-;-;119;119;119;0.61729510051886;NA;NA;NA;NA;-;-
1-Multi;84;LOWG;-;-;-;12;12;12;0.154156830174745;NA;NA;NA;NA;-;-
1-Multi;85;LGRP;-;-;-;19;19;19;0.175990272738026;NA;NA;NA;NA;-;-
1-Multi;86;LBWN;-;-;-;2;2;2;0.107340584136556;NA;NA;NA;NA;-;-
1-Multi;87;LGKR;-;-;-;6;6;6;0.121963472917419;NA;NA;NA;NA;-;-
1-Multi;88;LGSA;-;-;-;9;9;9;0.127902741986656;NA;NA;NA;NA;-;-
1-Multi;89;LATI;-;-;-;7;7;7;0.131715777543352;NA;NA;NA;NA;-;-
1-Multi;90;LGKF;-;-;-;1;1;1;0.100119394639513;NA;NA;NA;NA;-;-
1-Multi;91;LGSR;-;-;-;4;4;4;0.110631615902302;NA;NA;NA;NA;-;-
1-Multi;92;LWSK;-;-;-;4;4;4;0.119300671554751;NA;NA;NA;NA;-;-
1-Multi;93;LGMT;-;-;-;6;6;6;0.121880814614991;NA;NA;NA;NA;-;-
1-Multi;94;LTCC;-;-;-;8;8;8;0.129793728301994;NA;NA;NA;NA;-;-
1-Multi;95;LFBD;-;-;-;23;23;23;0.190211001137937;NA;NA;NA;NA;-;-
1-Multi;96;LEMG;-;-;-;69;69;69;0.297151598970591;NA;NA;NA;NA;-;-
1-Multi;97;ENTC;-;-;-;18;18;18;0.164015794080072;NA;NA;NA;NA;-;-
1-Multi;98;ENBO;-;-;-;20;20;20;0.17168661095203;NA;NA;NA;NA;-;-
1-Multi;99;LOWL;-;-;-;10;10;10;0.143127707597776;NA;NA;NA;NA;-;-
1-Multi;100;EDDE;-;-;-;5;5;5;0.123053078907932;NA;NA;NA;NA;-;-
1-Multi;101;LSGG;-;-;-;61;61;61;0.344933988284039;NA;NA;NA;NA;-;-
1-Multi;102;LGST;-;-;-;1;1;1;0.0992493515011246;NA;NA;NA;NA;-;-
1-Multi;103;LGZA;-;-;-;2;2;2;0.106769916630965;NA;NA;NA;NA;-;-
1-Multi;104;LGLM;-;-;-;1;1;1;0.100119394639513;NA;NA;NA;NA;-;-
1-Multi;105;LRCL;-;-;-;8;8;8;0.125672815251483;NA;NA;NA;NA;-;-
1-Multi;106;EFKE;-;-;-;0;0;0;0.0942391892101754;NA;NA;NA;NA;-;-
1-Multi;107;LICC;-;-;-;19;19;19;0.168620971016263;NA;NA;NA;NA;-;-
1-Multi;108;EIDW;-;-;-;110;110;110;0.51275366005283;NA;NA;NA;NA;-;-
1-Multi;109;LRTR;-;-;-;6;6;6;0.117285524539305;NA;NA;NA;NA;-;-
1-Multi;110;LGHI;-;-;-;2;2;2;0.105129556930462;NA;NA;NA;NA;-;-
1-Multi;111;LGSM;-;-;-;3;3;3;0.109552592515678;NA;NA;NA;NA;-;-
1-Multi;112;LBSF;-;-;-;25;25;25;0.209736137351894;NA;NA;NA;NA;-;-
1-Multi;113;EFKK;-;-;-;0;0;0;0.0942391892101754;NA;NA;NA;NA;-;-
1-Multi;114;LZTT;-;-;-;1;1;1;0.101060864739066;NA;NA;NA;NA;-;-
1-Multi;115;LGML;-;-;-;1;1;1;0.100119394639513;NA;NA;NA;NA;-;-
1-Multi;116;LKTB;-;-;-;5;5;5;0.110526019970375;NA;NA;NA;NA;-;-
1-Multi;117;LRTM;-;-;-;4;4;4;0.11132084793767;NA;NA;NA;NA;-;-
1-Multi;118;LFOB;-;-;-;30;30;30;0.145803995088107;NA;NA;NA;NA;-;-
1-Multi;119;EGCN;-;-;-;7;7;7;0.115712526661931;NA;NA;NA;NA;-;-
1-Multi;120;LGAL;-;-;-;2;2;2;0.105129556930462;NA;NA;NA;NA;-;-
1-Multi;121;EGNV;-;-;-;1;1;1;0.100996413762277;NA;NA;NA;NA;-;-
1-Multi;122;EDDS;-;-;-;66;66;66;0.359108582369549;NA;NA;NA;NA;-;-
1-Multi;123;LZKZ;-;-;-;2;2;2;0.107301408052625;NA;NA;NA;NA;-;-
1-Multi;124;LTCG;-;-;-;7;7;7;0.125292370113123;NA;NA;NA;NA;-;-
1-Multi;125;LRIA;-;-;-;1;1;1;0.100479732523734;NA;NA;NA;NA;-;-
1-Multi;126;LRSB;-;-;-;2;2;2;0.103491830841061;NA;NA;NA;NA;-;-
1-Multi;127;LRSV;-;-;-;0;0;0;0.0942391892101754;NA;NA;NA;NA;-;-
1-Multi;128;LTAT;-;-;-;4;4;4;0.112811779049012;NA;NA;NA;NA;-;-
1-Multi;129;LRBM;-;-;-;0;0;0;0.0942391892101754;NA;NA;NA;NA;-;-
1-Multi;130;LGPA;-;-;-;1;1;1;0.100119394639513;NA;NA;NA;NA;-;-
1-Multi;131;EDLP;-;-;-;6;6;6;0.117427060289241;NA;NA;NA;NA;-;-
1-Multi;132;EFPO;-;-;-;0;0;0;0.0942391892101754;NA;NA;NA;NA;-;-
1-Multi;133;EFOU;-;-;-;3;3;3;0.112407759987692;NA;NA;NA;NA;-;-
1-Multi;134;ENSH;-;-;-;3;3;3;0.104657887827968;NA;NA;NA;NA;-;-
1-Multi;135;LEZG;-;-;-;10;10;10;0.131597323148361;NA;NA;NA;NA;-;-
1-Multi;136;EFSI;-;-;-;0;0;0;0.0942391892101754;NA;NA;NA;NA;-;-
1-Multi;137;EFRO;-;-;-;3;3;3;0.112407759987692;NA;NA;NA;NA;-;-
1-Multi;138;EFJY;-;-;-;0;0;0;0.0942391892101754;NA;NA;NA;NA;-;-
1-Multi;139;EBCI;-;-;-;42;42;42;0.16824409179246;NA;NA;NA;NA;-;-
1-Multi;140;EFVA;-;-;-;4;4;4;0.120102950422879;NA;NA;NA;NA;-;-
1-Multi;141;LROD;-;-;-;0;0;0;0.0942391892101754;NA;NA;NA;NA;-;-
1-Multi;142;EFVR;-;-;-;0;0;0;0.0942391892101754;NA;NA;NA;NA;-;-
1-Multi;143;EFTP;-;-;-;10;10;10;0.121101520965763;NA;NA;NA;NA;-;-
1-Multi;144;EFKU;-;-;-;2;2;2;0.107503391448991;NA;NA;NA;NA;-;-
1-Multi;145;LTAN;-;-;-;2;2;2;0.10463666213063;NA;NA;NA;NA;-;-
1-Multi;146;EYKA;-;-;-;10;10;10;0.114296772863232;NA;NA;NA;NA;-;-
1-Multi;147;LPPR;-;-;-;39;39;39;0.23094307949243;NA;NA;NA;NA;-;-
1-Multi;148;LFRN;-;-;-;3;3;3;0.105716873622389;NA;NA;NA;NA;-;-
1-Multi;149;ENST;-;-;-;5;5;5;0.109856804465847;NA;NA;NA;NA;-;-
1-Multi;150;LTAR;-;-;-;2;2;2;0.10463666213063;NA;NA;NA;NA;-;-
1-Multi;151;EFKI;-;-;-;1;1;1;0.100889711201628;NA;NA;NA;NA;-;-
1-Multi;152;ENVD;-;-;-;6;6;6;0.114643184656943;NA;NA;NA;NA;-;-
1-Multi;153;ENMH;-;-;-;5;5;5;0.112016820706086;NA;NA;NA;NA;-;-
1-Multi;154;LTAU;-;-;-;5;5;5;0.119983369700432;NA;NA;NA;NA;-;-
1-Multi;155;EDDC;-;-;-;13;13;13;0.142043095437475;NA;NA;NA;NA;-;-
1-Multi;156;ENMS;-;-;-;5;5;5;0.109809748092978;NA;NA;NA;NA;-;-
1-Multi;157;LTBY;-;-;-;2;2;2;0.104270206508922;NA;NA;NA;NA;-;-
1-Multi;158;ENNA;-;-;-;2;2;2;0.100718541197431;NA;NA;NA;NA;-;-
1-Multi;159;LTCE;-;-;-;5;5;5;0.115056451048427;NA;NA;NA;NA;-;-
1-Multi;160;LTFE;-;-;-;5;5;5;0.119200347106875;NA;NA;NA;NA;-;-
1-Multi;161;EGNJ;-;-;-;1;1;1;0.100996413762277;NA;NA;NA;NA;-;-
1-Multi;162;LTCN;-;-;-;1;1;1;0.0993776010994793;NA;NA;NA;NA;-;-
1-Multi;163;ESGP;-;-;-;10;10;10;0.120444972409537;NA;NA;NA;NA;-;-
1-Multi;164;LYBE;-;-;-;17;17;17;0.178319490278352;NA;NA;NA;NA;-;-
1-Multi;165;LEMH;-;-;-;9;9;9;0.13183228055305;NA;NA;NA;NA;-;-
1-Multi;166;EDDL;-;-;-;115;115;115;0.515170177425274;NA;NA;NA;NA;-;-
1-Multi;167;ENSK;-;-;-;4;4;4;0.107628595148378;NA;NA;NA;NA;-;-
1-Multi;168;ENLK;-;-;-;3;3;3;0.105191404410493;NA;NA;NA;NA;-;-
1-Multi;169;LFPO;-;-;-;34;34;34;0.230866312798646;NA;NA;NA;NA;-;-
1-Multi;170;LKMT;-;-;-;1;1;1;0.101060864739066;NA;NA;NA;NA;-;-
1-Multi;171;ENKR;-;-;-;7;7;7;0.118199789432678;NA;NA;NA;NA;-;-
1-Multi;172;EDNY;-;-;-;2;2;2;0.101670190746277;NA;NA;NA;NA;-;-
1-Multi;173;LPFR;-;-;-;42;42;42;0.209484522468626;NA;NA;NA;NA;-;-
1-Multi;174;LTCO;-;-;-;2;2;2;0.103614543663228;NA;NA;NA;NA;-;-
1-Multi;175;EPPO;-;-;-;12;12;12;0.133855917134434;NA;NA;NA;NA;-;-
1-Multi;176;ESNQ;-;-;-;2;2;2;0.10322882662022;NA;NA;NA;NA;-;-
1-Multi;177;ESPA;-;-;-;5;5;5;0.11788779509058;NA;NA;NA;NA;-;-
1-Multi;178;EFJO;-;-;-;1;1;1;0.100889711201628;NA;NA;NA;NA;-;-
1-Multi;179;LCRA;-;-;-;0;0;0;0.0942391892101754;NA;NA;NA;NA;-;-
1-Multi;180;EGVN;-;-;-;0;0;0;0.0942391892101754;NA;NA;NA;NA;-;-
1-Multi;181;EDDH;-;-;-;61;61;61;0.329162420198572;NA;NA;NA;NA;-;-
1-Multi;182;LDPL;-;-;-;0;0;0;0.0942391892101754;NA;NA;NA;NA;-;-
1-Multi;183;LDZD;-;-;-;4;4;4;0.100186273982784;NA;NA;NA;NA;-;-
1-Multi;184;LEBB;-;-;-;24;24;24;0.195408768583575;NA;NA;NA;NA;-;-
1-Multi;185;LTCR;-;-;-;3;3;3;0.108691321518421;NA;NA;NA;NA;-;-
1-Multi;186;EYPA;-;-;-;2;2;2;0.105079369358114;NA;NA;NA;NA;-;-
1-Multi;187;ENBR;-;-;-;26;26;26;0.209499559247484;NA;NA;NA;NA;-;-
1-Multi;188;ENHD;-;-;-;4;4;4;0.108112074834016;NA;NA;NA;NA;-;-
1-Multi;189;ENAN;-;-;-;4;4;4;0.10746434156038;NA;NA;NA;NA;-;-
1-Multi;190;ENEV;-;-;-;5;5;5;0.11182482226844;NA;NA;NA;NA;-;-
1-Multi;191;LTCP;-;-;-;1;1;1;0.0993776010994793;NA;NA;NA;NA;-;-
1-Multi;192;ELLX;-;-;-;8;8;8;0.131767452570447;NA;NA;NA;NA;-;-
1-Multi;193;LTAY;-;-;-;1;1;1;0.0993776010994793;NA;NA;NA;NA;-;-
1-Multi;194;LOWS;-;-;-;13;13;13;0.157767326513298;NA;NA;NA;NA;-;-
1-Multi;195;LBBG;-;-;-;2;2;2;0.103015703007438;NA;NA;NA;NA;-;-
1-Multi;196;EDDW;-;-;-;20;20;20;0.157951002463747;NA;NA;NA;NA;-;-
1-Multi;197;EPLL;-;-;-;4;4;4;0.103440621353452;NA;NA;NA;NA;-;-
1-Multi;198;ENHK;-;-;-;2;2;2;0.100776928150449;NA;NA;NA;NA;-;-
1-Multi;199;LFMN;-;-;-;55;55;55;0.305923413616743;NA;NA;NA;NA;-;-
1-Multi;200;ENAT;-;-;-;9;9;9;0.127990879838528;NA;NA;NA;NA;-;-
1-Multi;201;ENVA;-;-;-;21;21;21;0.174222560090427;NA;NA;NA;NA;-;-
1-Multi;202;ENZV;-;-;-;17;17;17;0.166214365006982;NA;NA;NA;NA;-;-
1-Multi;203;LRBS;-;-;-;15;15;15;0.151915148467914;NA;NA;NA;NA;-;-
1-Multi;204;LOWK;-;-;-;7;7;7;0.120029163963045;NA;NA;NA;NA;-;-
1-Multi;205;LEAL;-;-;-;62;62;62;0.248575363765216;NA;NA;NA;NA;-;-
1-Multi;206;LIEA;-;-;-;12;12;12;0.116510408292935;NA;NA;NA;NA;-;-
1-Multi;207;ENRY;-;-;-;21;21;21;0.135183523361913;NA;NA;NA;NA;-;-
1-Multi;208;LMML;-;-;-;14;14;14;0.130590652607282;NA;NA;NA;NA;-;-
1-Multi;209;EGGP;-;-;-;44;44;44;0.190458415044617;NA;NA;NA;NA;-;-
1-Multi;210;LEZL;-;-;-;33;33;33;0.191578174817223;NA;NA;NA;NA;-;-
1-Multi;211;LEVC;-;-;-;47;47;47;0.239923665852786;NA;NA;NA;NA;-;-
1-Multi;212;LTCS;-;-;-;1;1;1;0.0993776010994793;NA;NA;NA;NA;-;-
1-Multi;213;EHEH;-;-;-;27;27;27;0.162185669415023;NA;NA;NA;NA;-;-
1-Multi;214;ENHV;-;-;-;2;2;2;0.101075342134523;NA;NA;NA;NA;-;-
1-Multi;215;LPPT;-;-;-;71;71;71;0.486727402709458;NA;NA;NA;NA;-;-
1-Multi;216;LICA;-;-;-;17;17;17;0.135111960148549;NA;NA;NA;NA;-;-
1-Multi;217;ENKB;-;-;-;7;7;7;0.121077749675053;NA;NA;NA;NA;-;-
1-Multi;218;LTCA;-;-;-;4;4;4;0.113950382549569;NA;NA;NA;NA;-;-
1-Multi;219;LDZA;-;-;-;11;11;11;0.145508042993129;NA;NA;NA;NA;-;-
1-Multi;220;ENTO;-;-;-;17;17;17;0.141798043196382;NA;NA;NA;NA;-;-
1-Multi;221;LIBD;-;-;-;22;22;22;0.151977219730706;NA;NA;NA;NA;-;-
1-Multi;222;LTCI;-;-;-;6;6;6;0.120214506255303;NA;NA;NA;NA;-;-
1-Multi;223;ENBN;-;-;-;5;5;5;0.110675967945736;NA;NA;NA;NA;-;-
1-Multi;224;EDLV;-;-;-;19;19;19;0.122626806507971;NA;NA;NA;NA;-;-
1-Multi;225;LIRN;-;-;-;33;33;33;0.217070919590226;NA;NA;NA;NA;-;-
1-Multi;226;EBOS;-;-;-;0;0;0;0.0942391892101754;NA;NA;NA;NA;-;-
1-Multi;227;LEGE;-;-;-;33;33;33;0.153758171234616;NA;NA;NA;NA;-;-
1-Multi;228;LOWI;-;-;-;5;5;5;0.117325601709701;NA;NA;NA;NA;-;-
1-Multi;229;LDSP;-;-;-;4;4;4;0.11372507960244;NA;NA;NA;NA;-;-
1-Multi;230;ENRA;-;-;-;7;7;7;0.116323969950475;NA;NA;NA;NA;-;-
1-Multi;231;ENRM;-;-;-;4;4;4;0.106741573704311;NA;NA;NA;NA;-;-
1-Multi;232;LTCF;-;-;-;3;3;3;0.107372808424759;NA;NA;NA;NA;-;-
1-Multi;233;ESSL;-;-;-;1;1;1;0.100996413762277;NA;NA;NA;NA;-;-
1-Multi;234;LIEE;-;-;-;22;22;22;0.139376628306693;NA;NA;NA;NA;-;-
1-Multi;235;ENCN;-;-;-;6;6;6;0.121318390249045;NA;NA;NA;NA;-;-
1-Multi;236;EFSA;-;-;-;0;0;0;0.0942391892101754;NA;NA;NA;NA;-;-
1-Multi;237;LICR;-;-;-;2;2;2;0.101739198078436;NA;NA;NA;NA;-;-
1-Multi;238;ESSP;-;-;-;0;0;0;0.0942391892101754;NA;NA;NA;NA;-;-
1-Multi;239;LSZR;-;-;-;6;6;6;0.120006521996979;NA;NA;NA;NA;-;-
1-Multi;240;EDFH;-;-;-;28;28;28;0.138447724609448;NA;NA;NA;NA;-;-
1-Multi;241;LIEO;-;-;-;11;11;11;0.132010411537133;NA;NA;NA;NA;-;-
1-Multi;242;ENML;-;-;-;4;4;4;0.110126611726126;NA;NA;NA;NA;-;-
1-Multi;243;EDDR;-;-;-;2;2;2;0.100078244650381;NA;NA;NA;NA;-;-
1-Multi;244;ESGG;-;-;-;22;22;22;0.194480502163758;NA;NA;NA;NA;-;-
1-Multi;245;EKYT;-;-;-;4;4;4;0.113113249203952;NA;NA;NA;NA;-;-
1-Multi;246;ENOV;-;-;-;2;2;2;0.102434446027061;NA;NA;NA;NA;-;-
1-Multi;247;ESMQ;-;-;-;1;1;1;0.0983257535475909;NA;NA;NA;NA;-;-
1-Multi;248;LGKP;-;-;-;3;3;3;0.112508071711169;NA;NA;NA;NA;-;-
1-Multi;249;LGKS;-;-;-;1;1;1;0.100137024034364;NA;NA;NA;NA;-;-
1-Multi;250;EDSB;-;-;-;10;10;10;0.117045717178834;NA;NA;NA;NA;-;-
1-Multi;251;LERS;-;-;-;16;16;16;0.122170795738663;NA;NA;NA;NA;-;-
1-Multi;252;EGKK;-;-;-;124;124;124;0.573728941861743;NA;NA;NA;NA;-;-
1-Multi;253;LTAZ;-;-;-;1;1;1;0.0993776010994793;NA;NA;NA;NA;-;-
1-Multi;254;LDDU;-;-;-;6;6;6;0.120119056912895;NA;NA;NA;NA;-;-
1-Multi;255;LICT;-;-;-;16;16;16;0.119183140736706;NA;NA;NA;NA;-;-
1-Multi;256;LIRP;-;-;-;40;40;40;0.190991222587824;NA;NA;NA;NA;-;-
1-Multi;257;ENNM;-;-;-;4;4;4;0.106620124322894;NA;NA;NA;NA;-;-
1-Multi;258;ENDU;-;-;-;2;2;2;0.102694563889298;NA;NA;NA;NA;-;-
1-Multi;259;XXXX;-;-;-;1;1;1;0.0991147450057572;NA;NA;NA;NA;-;-
1-Multi;260;ESNS;-;-;-;1;1;1;0.0983257535475909;NA;NA;NA;NA;-;-
1-Multi;261;ESKN;-;-;-;26;26;26;0.138041797444175;NA;NA;NA;NA;-;-
1-Multi;262;LEXJ;-;-;-;11;11;11;0.116158517955427;NA;NA;NA;NA;-;-
1-Multi;263;LIMP;-;-;-;2;2;2;0.0973533865019611;NA;NA;NA;NA;-;-
1-Multi;264;LQSA;-;-;-;4;4;4;0.115491094343187;NA;NA;NA;NA;-;-
1-Multi;265;LEST;-;-;-;18;18;18;0.141890913079484;NA;NA;NA;NA;-;-
1-Multi;266;ENSN;-;-;-;1;1;1;0.0983521791624716;NA;NA;NA;NA;-;-
1-Multi;267;LIMJ;-;-;-;15;15;15;0.142945984818811;NA;NA;NA;NA;-;-
1-Multi;268;LIBP;-;-;-;10;10;10;0.116686866568329;NA;NA;NA;NA;-;-
1-Multi;269;ENBL;-;-;-;3;3;3;0.106643959375526;NA;NA;NA;NA;-;-
1-Multi;270;LIPQ;-;-;-;9;9;9;0.120147704258185;NA;NA;NA;NA;-;-
1-Multi;271;LPMA;-;-;-;6;6;6;0.120444956696479;NA;NA;NA;NA;-;-
1-Multi;272;LTCD;-;-;-;3;3;3;0.107372808424759;NA;NA;NA;NA;-;-
1-Multi;273;ESNU;-;-;-;4;4;4;0.113906692456845;NA;NA;NA;NA;-;-
1-Multi;274;LEPP;-;-;-;2;2;2;0.103743191904593;NA;NA;NA;NA;-;-
1-Multi;275;LEJR;-;-;-;8;8;8;0.122706419001987;NA;NA;NA;NA;-;-
1-Multi;276;LIPX;-;-;-;16;16;16;0.143972663770261;NA;NA;NA;NA;-;-
1-Multi;277;EFLP;-;-;-;3;3;3;0.103575683172659;NA;NA;NA;NA;-;-
1-Multi;278;LIMF;-;-;-;21;21;21;0.163319068794165;NA;NA;NA;NA;-;-
1-Multi;279;ESTA;-;-;-;1;1;1;0.0983257535475909;NA;NA;NA;NA;-;-
1-Multi;280;EKAH;-;-;-;6;6;6;0.111631461733541;NA;NA;NA;NA;-;-
1-Multi;281;LELN;-;-;-;2;2;2;0.103743191904593;NA;NA;NA;NA;-;-
1-Multi;282;LFTH;-;-;-;9;9;9;0.123798856770858;NA;NA;NA;NA;-;-
