"";"Layer";"Node";"p=0.17";"p=0.33";"p=0.5";"p=0.67";"p=0.83"
"23";1;23;0,000740272828138938;0,000740058934867483;0,000739871495522664;0,000739834509208315;0,000739783872239438
"24";1;24;0,000740618177104031;0,000740344468083499;0,000740205407395532;0,000740172890412854;0,00074012253254048
"25";1;25;0,000740272828138938;0,000740058934867521;0,000739871495522616;0,000739834509208267;0,000739783872239391
"26";1;26;0,000741683428847073;0,000741210840206138;0,000741266557871957;0,000741255226767574;0,00074120554675941
"27";1;27;0,000740618177104031;0,000740344468083575;0,000740205407395484;0,000740172890412807;0,000740122532540391
"28";1;28;0,000742363783138068;0,000741759923356953;0,000741942758873787;0,000741944611129643;0,000741895376207675
"29";1;29;0,000740450723575805;0,000740207947064549;0,000740038670525784;0,000740002785304537;0,00073995232160508
"30";1;30;0,000740618177104031;0,000740344468083616;0,000740205407395435;0,000740172890412761;0,000740122532540339
"31";1;31;0,000741603297487783;0,000741145946796668;0,000741187007184271;0,000741174120669271;0,000741124389176045
"32";1;32;0,000761743701234434;0,000756119226315192;0,000761213700303063;0,000761524848237092;0,000761491159065039
"33";1;33;0,000740272828138988;0,000740058934867637;0,000739871495522434;0,000739834509208176;0,000739783872239252
"34";1;34;0,000802160021036177;0,000772655905566249;0,000801561403067168;0,000802295113254672;0,00080231101182147
"35";1;35;0,000740923618781994;0,000740594790364207;0,000740511066532382;0,000740484745138116;0,000740434576647955
"36";1;36;0,000740272828138988;0,000740058934867677;0,000739871495522382;0,000739834509208128;0,000739783872239204
"37";1;37;0,000740272828138988;0,000740058934867677;0,000739871495522382;0,000739834509208128;0,000739783872239152
"38";1;38;0,000967080296349629;0,00123285064559892;0,00121209351261785;0,00121440123420809;0,00121399629317105
"39";1;39;0,000740272828138988;0,000740058934867714;0,000739871495522336;0,000739834509208078;0,000739783872239152
"40";1;40;0,000741683428847073;0,000741210840206365;0,000741266557871677;0,000741255226767428;0,000741205546759175
"41";1;41;0,000740451777374112;0,000740209452216879;0,000740040777440154;0,000740004959794699;0,000739954497809803
"42";1;42;0,000741683428847073;0,000741210840206365;0,000741266557871676;0,00074125522676738;0,000741205546759175
"43";1;43;0,000740618177104031;0,000740344468083806;0,000740205407395158;0,000740172890412566;0,000740122532540104
"44";1;44;0,000740272828138988;0,00074005893486779;0,000739871495522243;0,000739834509207985;0,000739783872239057
"45";1;45;0,00074322039573239;0,000742447543316858;0,000742793309649722;0,000742811423189804;0,000742762758293399
"46";1;46;0,000740272828138988;0,00074005893486783;0,000739871495522196;0,000739834509207985;0,000739783872239008
"47";1;47;0,000740272828138988;0,00074005893486783;0,000739871495522151;0,000739834509207933;0,000739783872239008
"48";1;48;0,000740923618781994;0,000740594790364399;0,000740511066532099;0,000740484745137887;0,000740434576647766
"49";1;49;0,000740272828138988;0,000740058934867868;0,000739871495522105;0,000739834509207933;0,000739783872238963
"50";1;50;0,000741603297487783;0,000741145946796972;0,000741187007183899;0,000741174120668984;0,000741124389175713
"51";1;51;0,000740756185155556;0,000740460105973854;0,000740346376417668;0,000740316810271654;0,000740266533997517
"52";1;52;0,000740272828138988;0,000740058934867905;0,000739871495522059;0,000739834509207892;0,000739783872238917
"53";1;53;0,000740272828138988;0,000740058934867945;0,000739871495522059;0,000739834509207892;0,000739783872238868
"54";1;54;0,000747089330040534;0,000745505120934446;0,000746634336147655;0,000746722171966733;0,000746676221525173
"55";1;55;0,000741683428847073;0,000741210840206593;0,000741266557871397;0,000741255226767187;0,000741205546758935
"56";1;56;0,000740272828138988;0,000740058934867981;0,000739871495521963;0,000739834509207845;0,000739783872238819
"57";1;57;0,000740756185155556;0,00074046010597397;0,000740346376417529;0,000740316810271606;0,000740266533997417
"58";1;58;0,000740923618781994;0,000740594790364553;0,000740511066531913;0,000740484745137734;0,000740434576647579
"59";1;59;0,000743203809278294;0,000742432620561959;0,000742774851257964;0,000742792556186035;0,000742743882479055
"60";1;60;0,000740272828138988;0,000740058934868018;0,000739871495521917;0,000739834509207746;0,000739783872238771
"61";1;61;0,000742779082720849;0,000742093645328211;0,000742355103564493;0,000742364881980731;0,000742315922256261
"62";1;62;0,000740923618782039;0,00074059479036463;0,000740511066531819;0,00074048474513769;0,00074043457664748
"63";1;63;0,000740272828138988;0,000740058934868099;0,000739871495521827;0,000739834509207702;0,000739783872238676
"64";1;64;0,000741603297487829;0,000741145946797164;0,000741187007183617;0,000741174120668742;0,000741124389175427
"65";1;65;0,000740272828138988;0,000740058934868099;0,000739871495521827;0,000739834509207702;0,000739783872238676
"66";1;66;0,000743220395732435;0,000742447543317161;0,000742793309649297;0,000742811423189521;0,000742762758293016
"67";1;67;0,000752678319217862;0,000749763630705208;0,00075219298855399;0,000752372886524386;0,000752331249846537
"68";1;68;0,000753879065862941;0,000750648576753258;0,000753385276752824;0,000753583601212975;0,00075354294598537
"69";1;69;0,000740272828138988;0,000740058934868173;0,00073987149552173;0,000739834509207602;0,000739783872238584
"70";1;70;0,000740272828138988;0,000740058934868173;0,000739871495521684;0,000739834509207602;0,000739783872238584
"71";1;71;0,000750017430174523;0,000747763628218236;0,00074954745089683;0,000749684791615281;0,000749641043686748
"72";1;72;0,000740272828138988;0,000740058934868211;0,000739871495521684;0,000739834509207602;0,00073978387223853
"73";1;73;0,000740272828138988;0,000740058934868248;0,000739871495521638;0,000739834509207557;0,00073978387223853
"74";1;74;0,000740272828138988;0,000740058934868248;0,000739871495521638;0,000739834509207557;0,000739783872238481
"75";1;75;0,000740923618782039;0,000740594790364819;0,000740511066531586;0,000740484745137497;0,000740434576647243
"76";1;76;0,000740272828138988;0,000740058934868287;0,000739871495521592;0,000739834509207509;0,000739783872238481
"77";1;77;0,000740618177104081;0,000740344468084302;0,000740205407394506;0,000740172890412045;0,000740122532539527
"78";1;78;0,000740451777374157;0,000740209452217452;0,000740040777439412;0,000740004959794128;0,000739954497809135
"79";1;79;0,000740451777374157;0,000740209452217452;0,000740040777439412;0,000740004959794128;0,000739954497809135
"80";1;80;0,000743683572927447;0,000742817174048453;0,000743252779529774;0,000743279542537164;0,000743231193369552
"81";1;81;0,000740272828138988;0,000740058934868369;0,000739871495521499;0,00073983450920746;0,000739783872238392
"82";1;82;0,000740618177104081;0,000740344468084377;0,000740205407394408;0,000740172890412;0,000740122532539434
"83";1;83;0,000740923618782039;0,000740594790364934;0,000740511066531398;0,000740484745137357;0,000740434576647097
"84";1;84;0,000740618177104081;0,000740344468084416;0,000740205407394365;0,000740172890411951;0,000740122532539389
"85";1;85;0,000740272828139032;0,000740058934868402;0,000739871495521402;0,000739834509207367;0,000739783872238298
"86";1;86;0,000740272828139032;0,000740058934868444;0,000739871495521402;0,000739834509207367;0,000739783872238298
"87";1;87;0,000740272828139032;0,000740058934868444;0,000739871495521358;0,000739834509207367;0,000739783872238248
"88";1;88;0,000740272828139032;0,000740058934868444;0,000739871495521358;0,000739834509207317;0,000739783872238248
"89";1;89;0,000740450723575849;0,000740207947065465;0,00074003867052457;0,000740002785303632;0,000739952321604029
"90";1;90;0,000740272828139032;0,00074005893486848;0,000739871495521311;0,000739834509207317;0,000739783872238199
"91";1;91;0,000740272828139032;0,000740058934868516;0,000739871495521267;0,000739834509207267;0,000739783872238199
"92";1;92;0,000740272828139032;0,000740058934868516;0,000739871495521267;0,000739834509207267;0,000739783872238148
"93";1;93;0,000740272828139032;0,000740058934868516;0,000739871495521267;0,000739834509207267;0,000739783872238148
"94";1;94;0,000740272828139032;0,000740058934868557;0,000739871495521215;0,000739834509207267;0,000739783872238148
"95";1;95;0,000740272828139032;0,000740058934868557;0,000739871495521215;0,000739834509207225;0,000739783872238107
"96";1;96;0,000740451777374157;0,000740209452217717;0,000740040777439085;0,000740004959793843;0,0007399544978088
"97";1;97;0,000740272828139032;0,000740058934868598;0,000739871495521168;0,000739834509207225;0,000739783872238107
"98";1;98;0,000740272828139032;0,000740058934868598;0,000739871495521125;0,000739834509207178;0,00073978387223806
"99";1;99;0,000740451777374157;0,000740209452217755;0,000740040777438991;0,000740004959793792;0,000739954497808753
"100";1;100;0,000742124843677515;0,000741568857164804;0,000741708505684479;0,000741705985617986;0,000741656598565204
"101";1;101;0,000745918333327193;0,000744589394247398;0,000745472927761589;0,000745540313365505;0,000745493515989979
"102";1;102;0,000740272828139032;0,000740058934868669;0,000739871495521077;0,000739834509207126;0,000739783872238007
"103";1;103;0,000740272828139032;0,000740058934868669;0,000739871495521031;0,000739834509207126;0,000739783872237961
"104";1;104;0,000740272828139032;0,000740058934868712;0,000739871495521031;0,000739834509207081;0,000739783872237961
"105";1;105;0,000740450723575849;0,000740207947065699;0,000740038670524237;0,000740002785303398;0,000739952321603743
"106";1;106;0,000740272828139032;0,000740058934868748;0,000739871495520984;0,000739834509207081;0,000739783872237912
"107";1;107;0,000741037447305008;0,000740689847594154;0,000740629020967799;0,000740605283567627;0,000740555192560391
"108";1;108;0,000740451777374157;0,000740209452217913;0,000740040777438808;0,000740004959793655;0,000739954497808609
"109";1;109;0,000740450723575849;0,000740207947065775;0,000740038670524192;0,000740002785303345;0,000739952321603645
"110";1;110;0,000740272828139032;0,000740058934868787;0,00073987149552089;0,000739834509206982;0,000739783872237864
"111";1;111;0,000740272828139032;0,000740058934868828;0,00073987149552089;0,000739834509206982;0,000739783872237818
"112";1;112;0,000740923618782039;0,000740594790365353;0,000740511066530838;0,000740484745136929;0,000740434576646572
"113";1;113;0,000740272828139032;0,000740058934868828;0,000739871495520845;0,000739834509206982;0,000739783872237818
"114";1;114;0,000740272828139032;0,000740058934868865;0,000739871495520845;0,000739834509206935;0,000739783872237772
"115";1;115;0,000740272828139032;0,000740058934868865;0,000739871495520798;0,000739834509206935;0,000739783872237772
"116";1;116;0,000740272828139032;0,0007400589348689;0,000739871495520798;0,000739834509206935;0,000739783872237726
"117";1;117;0,000740272828139032;0,0007400589348689;0,000739871495520752;0,000739834509206888;0,000739783872237726
"118";1;118;0,000740272828139032;0,0007400589348689;0,000739871495520752;0,000739834509206888;0,000739783872237726
"119";1;119;0,000740272828139032;0,000740058934868939;0,000739871495520705;0,000739834509206888;0,000739783872237675
"120";1;120;0,000740272828139032;0,000740058934868939;0,000739871495520705;0,000739834509206842;0,000739783872237675
"121";1;121;0,000740272828139032;0,000740058934868979;0,000739871495520705;0,000739834509206842;0,000739783872237628
"122";1;122;0,000757608456356697;0,0007533198795098;0,000757097864482031;0,000757351560040423;0,000757314101995097
"123";1;123;0,000740272828139032;0,000740058934868979;0,00073987149552066;0,00073983450920679;0,000739783872237628
"124";1;124;0,000740272828139032;0,000740058934869015;0,000739871495520612;0,00073983450920679;0,000739783872237581
"125";1;125;0,000740272828139032;0,000740058934869015;0,000739871495520612;0,00073983450920679;0,000739783872237581
"126";1;126;0,000740450723575849;0,000740207947066045;0,00074003867052382;0,00074000278530306;0,000739952321603362
"127";1;127;0,000740272828139032;0,000740058934869054;0,000739871495520564;0,000739834509206746;0,000739783872237532
"128";1;128;0,000740272828139032;0,000740058934869054;0,000739871495520564;0,000739834509206746;0,000739783872237532
"129";1;129;0,000740272828139032;0,000740058934869094;0,000739871495520518;0,000739834509206703;0,000739783872237484
"130";1;130;0,000740272828139032;0,000740058934869094;0,000739871495520518;0,000739834509206703;0,000739783872237484
"131";1;131;0,000740450723575849;0,000740207947066118;0,000740038670523727;0,000740002785303012;0,000739952321603265
"132";1;132;0,000740272828139032;0,000740058934869134;0,000739871495520472;0,000739834509206703;0,000739783872237437
"133";1;133;0,000740272828139032;0,000740058934869134;0,000739871495520426;0,000739834509206653;0,000739783872237437
"134";1;134;0,000740272828139032;0,000740058934869168;0,000739871495520426;0,000739834509206653;0,000739783872237437
"135";1;135;0,00074027282813908;0,000740058934869168;0,000739871495520426;0,000739834509206653;0,000739783872237392
"136";1;136;0,00074027282813908;0,000740058934869168;0,000739871495520379;0,000739834509206605;0,000739783872237392
"137";1;137;0,00074027282813908;0,000740058934869208;0,000739871495520379;0,000739834509206605;0,00073978387223734
"138";1;138;0,00074027282813908;0,000740058934869209;0,000739871495520333;0,000739834509206605;0,00073978387223734
"139";1;139;0,00074027282813908;0,000740058934869249;0,000739871495520333;0,000739834509206555;0,00073978387223734
"140";1;140;0,00074027282813908;0,000740058934869249;0,000739871495520285;0,000739834509206555;0,000739783872237293
"141";1;141;0,00074027282813908;0,000740058934869249;0,000739871495520285;0,000739834509206555;0,000739783872237293
"142";1;142;0,00074027282813908;0,000740058934869282;0,000739871495520285;0,000739834509206507;0,000739783872237247
"143";1;143;0,00074027282813908;0,000740058934869282;0,000739871495520239;0,000739834509206507;0,000739783872237247
"144";1;144;0,00074027282813908;0,000740058934869324;0,000739871495520239;0,000739834509206507;0,000739783872237247
"145";1;145;0,00074027282813908;0,000740058934869324;0,000739871495520192;0,000739834509206458;0,000739783872237198
"146";1;146;0,00074027282813908;0,000740058934869324;0,000739871495520192;0,000739834509206458;0,000739783872237198
"147";1;147;0,000740451777374206;0,000740209452218483;0,000740040777438059;0,00074000495979308;0,000739954497807894
"148";1;148;0,00074027282813908;0,000740058934869363;0,000739871495520147;0,000739834509206413;0,000739783872237153
"149";1;149;0,00074027282813908;0,000740058934869402;0,000739871495520147;0,000739834509206413;0,000739783872237153
"150";1;150;0,00074027282813908;0,000740058934869402;0,000739871495520102;0,000739834509206413;0,000739783872237108
"151";1;151;0,00074027282813908;0,000740058934869402;0,000739871495520102;0,000739834509206368;0,000739783872237108
"152";1;152;0,00074027282813908;0,000740058934869438;0,00073987149552005;0,000739834509206368;0,000739783872237108
"153";1;153;0,00074027282813908;0,000740058934869438;0,00073987149552005;0,000739834509206368;0,000739783872237052
"154";1;154;0,00074027282813908;0,000740058934869478;0,000739871495520002;0,000739834509206368;0,000739783872237052
"155";1;155;0,000742539882736622;0,000741901055266857;0,000742116854762572;0,000742122034230357;0,000742072915165772
"156";1;156;0,00074027282813908;0,000740058934869478;0,000739871495520002;0,000739834509206319;0,000739783872237007
"157";1;157;0,00074027282813908;0,000740058934869517;0,000739871495519955;0,000739834509206319;0,000739783872237007
"158";1;158;0,00074027282813908;0,000740058934869517;0,000739871495519955;0,000739834509206272;0,000739783872236962
"159";1;159;0,00074027282813908;0,000740058934869553;0,000739871495519911;0,000739834509206272;0,000739783872236962
"160";1;160;0,00074027282813908;0,000740058934869553;0,000739871495519911;0,000739834509206272;0,000739783872236962
"161";1;161;0,00074027282813908;0,000740058934869553;0,000739871495519864;0,000739834509206224;0,000739783872236912
"162";1;162;0,00074027282813908;0,00074005893486959;0,000739871495519864;0,000739834509206224;0,000739783872236912
"163";1;163;0,00074027282813908;0,00074005893486959;0,000739871495519864;0,000739834509206224;0,000739783872236912
"164";1;164;0,000740618177104122;0,000740344468085642;0,000740205407392727;0,000740172890410754;0,000740122532537957
"165";1;165;0,00074027282813908;0,000740058934869632;0,000739871495519821;0,000739834509206171;0,000739783872236862
"166";1;166;0,00089624550607163;0,000772080036927583;0,000896453864935137;0,000897690489212054;0,000898023944616158
"167";1;167;0,00074027282813908;0,000740058934869669;0,000739871495519771;0,000739834509206124;0,000739783872236818
"168";1;168;0,00074027282813908;0,000740058934869669;0,000739871495519725;0,000739834509206124;0,000739783872236818
"169";1;169;0,00074027282813908;0,000740058934869706;0,000739871495519725;0,000739834509206124;0,00073978387223677
"170";1;170;0,00074027282813908;0,000740058934869706;0,000739871495519678;0,00073983450920608;0,00073978387223677
"171";1;171;0,00074027282813908;0,000740058934869706;0,000739871495519678;0,00073983450920608;0,00073978387223672
"172";1;172;0,000740451777374254;0,00074020945221887;0,000740040777437545;0,000740004959792701;0,000739954497807419
"173";1;173;0,00074027282813908;0,000740058934869746;0,00073987149551963;0,00073983450920608;0,00073978387223672
"174";1;174;0,00074027282813908;0,000740058934869784;0,00073987149551963;0,000739834509206032;0,000739783872236672
"175";1;175;0,000740618177104171;0,000740344468085795;0,000740205407392539;0,000740172890410567;0,000740122532537716
"176";1;176;0,00074027282813908;0,000740058934869784;0,000739871495519582;0,000739834509206032;0,000739783872236672
"177";1;177;0,00074027282813908;0,000740058934869821;0,000739871495519537;0,000739834509205983;0,000739783872236626
"178";1;178;0,00074027282813908;0,000740058934869821;0,000739871495519537;0,000739834509205983;0,000739783872236626
"179";1;179;0,00074027282813908;0,00074005893486986;0,000739871495519537;0,000739834509205983;0,000739783872236578
"180";1;180;0,00074027282813908;0,00074005893486986;0,000739871495519492;0,000739834509205935;0,000739783872236578
"181";1;181;0,000783411141151738;0,000768595612419519;0,000782819031006094;0,000783382058785631;0,000783371977587375
"182";1;182;0,00074027282813908;0,0007400589348699;0,000739871495519443;0,000739834509205935;0,000739783872236532
"183";1;183;0,00074027282813908;0,0007400589348699;0,000739871495519443;0,000739834509205887;0,000739783872236532
"184";1;184;0,000742098649715904;0,000741545784969889;0,000741678777365075;0,000741675495192772;0,000741626086016912
"185";1;185;0,00074027282813908;0,000740058934869936;0,000739871495519394;0,000739834509205887;0,000739783872236487
"186";1;186;0,00074027282813908;0,000740058934869936;0,000739871495519394;0,00073983450920584;0,000739783872236487
"187";1;187;0,000740451777374254;0,000740209452219099;0,000740040777437264;0,000740004959792459;0,000739954497807176
"188";1;188;0,00074027282813908;0,000740058934869974;0,000739871495519349;0,00073983450920584;0,000739783872236435
"189";1;189;0,000740272828139127;0,000740058934869974;0,000739871495519305;0,000739834509205794;0,000739783872236435
"190";1;190;0,000740272828139127;0,000740058934870016;0,000739871495519305;0,000739834509205794;0,000739783872236383
"191";1;191;0,000740272828139127;0,000740058934870016;0,000739871495519256;0,000739834509205794;0,000739783872236383
"192";1;192;0,000740450723575946;0,000740207947067037;0,000740038670522514;0,000740002785302106;0,000739952321602166
"193";1;193;0,000740272828139127;0,000740058934870054;0,000739871495519256;0,000739834509205747;0,000739783872236336
"194";1;194;0,000740272828139127;0,000740058934870054;0,000739871495519211;0,000739834509205747;0,000739783872236336
"195";1;195;0,000740272828139127;0,000740058934870087;0,000739871495519211;0,000739834509205747;0,000739783872236294
"196";1;196;0,000777468483700031;0,000717583172097709;0,000776886321965274;0,000777387119623085;0,000777369910078644
"197";1;197;0,000740272828139127;0,000740058934870127;0,00073987149551916;0,000739834509205698;0,000739783872236294
"198";1;198;0,000740272828139127;0,000740058934870127;0,000739871495519114;0,000739834509205698;0,000739783872236246
"199";1;199;0,000741603297487925;0,00074114594679918;0,000741187007180957;0,000741174120666746;0,000741124389173043
"200";1;200;0,000740272828139127;0,000740058934870168;0,000739871495519114;0,000739834509205649;0,000739783872236198
"201";1;201;0,000740272828139127;0,000740058934870168;0,000739871495519068;0,000739834509205649;0,000739783872236198
"202";1;202;0,000740451777374254;0,00074020945221933;0,000740040777436935;0,000740004959792274;0,000739954497806891
"203";1;203;0,000740272828139127;0,000740058934870204;0,000739871495519021;0,000739834509205604;0,00073978387223615
"204";1;204;0,000740450723575946;0,000740207947067191;0,00074003867052228;0,000740002785301918;0,00073995232160193
"205";1;205;0,000740272828139127;0,00074005893487024;0,000739871495518979;0,000739834509205555;0,00073978387223615
"206";1;206;0,000740272828139127;0,00074005893487024;0,000739871495518979;0,000739834509205555;0,0007397838722361
"207";1;207;0,000740272828139127;0,000740058934870283;0,000739871495518979;0,000739834509205555;0,0007397838722361
"208";1;208;0,000740451777374254;0,000740209452219402;0,000740040777436841;0,000740004959792177;0,000739954497806798
"209";1;209;0,000740272828139127;0,000740058934870283;0,000739871495518932;0,000739834509205508;0,000739783872236052
"210";1;210;0,000740272828139127;0,00074005893487032;0,000739871495518882;0,000739834509205508;0,000739783872236052
"211";1;211;0,00074058456840969;0,000740323803150235;0,000740179488181057;0,000740146686904097;0,000740096296237403
"212";1;212;0,000740272828139127;0,000740058934870357;0,000739871495518836;0,000739834509205461;0,000739783872236007
"213";1;213;0,000740272828139127;0,000740058934870357;0,000739871495518836;0,000739834509205461;0,000739783872236007
"214";1;214;0,000740272828139127;0,000740058934870357;0,000739871495518836;0,000739834509205461;0,00073978387223596
"215";1;215;0,000741683428847214;0,000741210840208994;0,000741266557868174;0,000741255226764759;0,000741205546756023
"216";1;216;0,000740272828139127;0,000740058934870398;0,000739871495518787;0,000739834509205413;0,000739783872235912
"217";1;217;0,000740272828139127;0,000740058934870436;0,000739871495518743;0,000739834509205413;0,000739783872235912
"218";1;218;0,000740272828139127;0,000740058934870436;0,000739871495518743;0,000739834509205365;0,000739783872235912
"219";1;219;0,000740618177104171;0,000740344468086483;0,00074020540739165;0,000740172890409898;0,000740122532536959
"220";1;220;0,000740272828139127;0,000740058934870471;0,000739871495518695;0,000739834509205365;0,000739783872235864
"221";1;221;0,000741207537322966;0,000740825132452009;0,000740793873303654;0,000740773244513277;0,000740723261192477
"222";1;222;0,000740272828139127;0,000740058934870512;0,000739871495518649;0,000739834509205314;0,000739783872235814
"223";1;223;0,000740272828139127;0,000740058934870512;0,000739871495518649;0,000739834509205314;0,000739783872235814
"224";1;224;0,000740272828139127;0,000740058934870513;0,000739871495518602;0,00073983450920527;0,000739783872235765
"225";1;225;0,000741376615689399;0,000740961429517167;0,000740960738389429;0,000740943362499791;0,000740893487613793
"226";1;226;0,000740272828139127;0,000740058934870553;0,000739871495518552;0,00073983450920527;0,000739783872235765
"227";1;227;0,000740272828139127;0,000740058934870586;0,000739871495518552;0,000739834509205222;0,000739783872235717
"228";1;228;0,000740451777374299;0,000740209452219712;0,000740040777436425;0,00074000495979184;0,000739954497806418
"229";1;229;0,000740272828139127;0,000740058934870586;0,000739871495518508;0,000739834509205222;0,000739783872235676
"230";1;230;0,000740272828139127;0,000740058934870627;0,000739871495518508;0,000739834509205176;0,000739783872235676
"231";1;231;0,000740272828139127;0,000740058934870627;0,000739871495518461;0,000739834509205176;0,000739783872235676
"232";1;232;0,000740272828139127;0,000740058934870667;0,000739871495518461;0,000739834509205176;0,000739783872235628
"233";1;233;0,000740272828139127;0,000740058934870667;0,000739871495518413;0,000739834509205176;0,000739783872235628
"234";1;234;0,000740272828139127;0,000740058934870667;0,000739871495518413;0,00073983450920513;0,000739783872235628
"235";1;235;0,000740272828139127;0,000740058934870705;0,000739871495518413;0,00073983450920513;0,000739783872235578
"236";1;236;0,000740272828139127;0,000740058934870705;0,000739871495518367;0,00073983450920513;0,000739783872235578
"237";1;237;0,000740272828139127;0,000740058934870741;0,000739871495518367;0,000739834509205079;0,000739783872235529
"238";1;238;0,000740272828139127;0,000740058934870741;0,000739871495518322;0,000739834509205079;0,000739783872235529
"239";1;239;0,000740272828139127;0,000740058934870741;0,000739871495518322;0,000739834509205079;0,000739783872235529
"240";1;240;0,000740272828139127;0,00074005893487078;0,000739871495518275;0,000739834509205029;0,000739783872235481
"241";1;241;0,000740272828139127;0,00074005893487078;0,000739871495518275;0,000739834509205029;0,000739783872235481
"242";1;242;0,000740272828139127;0,000740058934870819;0,000739871495518275;0,000739834509205029;0,000739783872235481
"243";1;243;0,000740272828139173;0,000740058934870819;0,000739871495518228;0,000739834509204983;0,000739783872235432
"244";1;244;0,000741603297487974;0,000741145946799866;0,000741187007180022;0,000741174120666077;0,000741124389172185
"245";1;245;0,000743511752647258;0,000742681605664943;0,000743085607431493;0,000743109396012773;0,000743060932552352
"246";1;246;0,000740272828139173;0,000740058934870853;0,000739871495518181;0,000739834509204938;0,000739783872235387
"247";1;247;0,000740272828139173;0,000740058934870853;0,000739871495518135;0,000739834509204938;0,000739783872235387
"248";1;248;0,000740272828139173;0,000740058934870895;0,000739871495518135;0,000739834509204938;0,000739783872235343
"249";1;249;0,000740272828139173;0,000740058934870895;0,000739871495518135;0,000739834509204889;0,000739783872235343
"250";1;250;0,000740272828139173;0,000740058934870934;0,000739871495518088;0,000739834509204889;0,00073978387223529
"251";1;251;0,000740272828139173;0,000740058934870934;0,000739871495518088;0,000739834509204889;0,00073978387223529
"252";1;252;0,000740272828139173;0,000740058934870934;0,000739871495518041;0,000739834509204889;0,00073978387223529
"253";1;253;0,000740272828139173;0,000740058934870971;0,000739871495518041;0,000739834509204838;0,00073978387223524
"254";1;254;0,000740450723575991;0,000740207947067957;0,000740038670521249;0,000740002785301151;0,000739952321601026
"255";1;255;0,000740272828139173;0,000740058934871008;0,000739871495517994;0,000739834509204838;0,00073978387223524
"256";1;256;0,000740450723575991;0,000740207947067997;0,000740038670521249;0,000740002785301105;0,000739952321600973
"257";1;257;0,000740272828139173;0,000740058934871008;0,000739871495517947;0,000739834509204795;0,000739783872235193
"258";1;258;0,000740272828139173;0,000740058934871047;0,000739871495517947;0,000739834509204795;0,000739783872235147
"259";1;259;0,000740272828139173;0,000740058934871047;0,000739871495517901;0,000739834509204746;0,000739783872235147
"260";1;260;0,000740272828139173;0,000740058934871089;0,000739871495517901;0,000739834509204746;0,000739783872235147
"261";1;261;0,000740272828139173;0,000740058934871089;0,000739871495517855;0,000739834509204746;0,000739783872235097
"262";1;262;0,000740272828139173;0,000740058934871089;0,000739871495517855;0,000739834509204697;0,000739783872235097
"263";1;263;0,000740272828139173;0,000740058934871124;0,000739871495517855;0,000739834509204697;0,000739783872235097
"264";1;264;0,000740450723575991;0,000740207947068112;0,000740038670521065;0,000740002785301011;0,000739952321600831
"265";1;265;0,000740272828139173;0,000740058934871161;0,000739871495517808;0,000739834509204651;0,000739783872235054
"266";1;266;0,000740272828139173;0,000740058934871161;0,000739871495517762;0,000739834509204651;0,000739783872235007
"267";1;267;0,000740450723575991;0,000740207947068147;0,000740038670521018;0,000740002785300964;0,000739952321600789
