"";"Layer";"Node";"p=0.05";"p=0.1";"p=0.14";"p=0.19";"p=0.24";"p=0.29";"p=0.33";"p=0.38";"p=0.43";"p=0.48";"p=0.52";"p=0.57";"p=0.62";"p=0.67";"p=0.71";"p=0.76";"p=0.81";"p=0.86";"p=0.9";"p=0.95"
"30";1;30;0,342947242001224;0,358786381509857;0,373736913190439;0,396139269547061;0,424064722528017;0,459771406884965;0,496314891851427;0,556885774348873;0,643734261581102;0,777364586168507;0,950968247319159;1;1;1;1;1;0,695424227489215;0,148163222240467;0,0432946774529604;0,00645526611552038
"31";1;31;0,335006653768081;0,350676186487508;0,365471324045522;0,38764882982526;0,415306448367267;0,45068900442165;0,486920034409015;0,547011067261637;0,633242927699045;0,766060205570805;0,938823949632516;1;1;1;1;1;0,70653489189651;0,153113686755971;0,0455972228998841;0,00689580418284202
"32";1;32;0,398647186720252;0,41567418954241;0,431713057476818;0,455690228123228;0,485491587723022;0,523468521111236;0,562200556825628;0,626132602359576;0,717300520907101;0,856626485898722;1;1;1;1;1;1;0,617519241072805;0,113418245593366;0,0271031817238116;0,00334617742290045
"33";1;33;0,353828644507902;0,36990011099801;0,385063501582139;0,407773859201872;0,436066194548297;0,472216875799484;0,509188370152482;0,57041656922324;0,658109744855178;0,792853842275411;0,967608243823744;1;1;1;1;1;0,680200331238113;0,14137844228434;0,0401376382437331;0,00585110426988635
"34";1;34;0,372140199786404;0,388602223625144;0,404123448140979;0,427351588662498;0,456260702657364;0,493157817505949;0,530848883008321;0,593182193191585;0,682295543886978;0,818912288211002;0,99560092489543;1;1;1;1;1;0,654588023176456;0,129956251114277;0,0348151705848224;0,00482849204868471
"35";1;35;0,324323498953088;0,339764811973886;0,354350853703782;0,376225803725434;0,403523027684373;0,438469440747026;0,474280035387673;0,533725389506311;0,619127527520347;0,750850791104593;0,922484698168837;1;1;1;1;1;0,721483639506075;0,159773838320942;0,0486950520197506;0,00748952747732312
"36";1;36;0,340715342807618;0,356506845000608;0,371413730843545;0,393752932300863;0,421603156242301;0,457218798332239;0,493674518423833;0,554110614292739;0,640785890893478;0,774187828154357;0,947555728700743;1;1;1;1;1;0,698546573630369;0,1495550927079;0,0439427872171151;0,0065797668603749
"37";1;37;0,307545707183903;0,322628134126611;0,336885366594677;0,358284545559125;0,385015057302383;0,419275661578307;0,454425163306566;0,51285528212884;0,596952853905737;0,726956069983666;0,896812725546245;1;1;1;1;1;0,744968485839299;0,170228556327453;0,0535498401636268;0,00841622037037725
"38";1;38;0,332630450755278;0,348249241329537;0,362997888572863;0,385108123901661;0,412685611617569;0,447971194126698;0,484108742369342;0,5440562104352;0,630103582384475;0,762677601913509;0,935190084133124;1;1;1;1;1;0,70985953550928;0,154595282118161;0,0462867037460333;0,0070281433627256
"39";1;39;0,304950515811096;0,319977461774461;0,334183862199367;0,355509488598917;0,382152387113565;0,416306964016204;0,451354257710941;0,509627413419518;0,593523284635312;0,723260564694066;0,892842919710925;1;1;1;1;1;0,748600623866629;0,171846179412683;0,0543019510510729;0,00856075223943276
"40";2;1;0,304830823191927;0,319857042934587;0,334062788461313;0,355387476704117;0,382029259331768;0,416182468668698;0,451228408967889;0,509499390084583;0,593392255414306;0,723125198334768;0,892705416845805;1;1;1;1;1;0,749172659642585;0,172328384354285;0,0547989231319644;0,0085773042484311
"41";2;2;0,286029790016891;0,300653152492809;0,314489826443825;0,335280524666968;0,361286304165465;0,394669927643964;0,428974088552557;0,486106045976816;0,568535464138995;0,696339151592373;0,863926873762846;1;1;1;1;1;0,775460129028756;0,184028599572105;0,060241630960745;0,00963190660638814
"42";2;3;0,389727825993396;0,406566054420169;0,422431976295412;0,446158907522595;0,47566219117795;0,513278382182272;0,551662635199754;0,615060490083884;0,705541763141486;0,843962025288041;1;1;1;1;1;1;0,630293419541134;0,119292618908234;0,0300661990237212;0,0038173545443707
"43";2;4;0,294925127611189;0,309739346789866;0,323750863620069;0,344794520439937;0,371101565737127;0,404849707250311;0,439505192680406;0,497176579855732;0,580299010411981;0,709016205642827;0,87754733111109;1;1;1;1;1;0,763040190597438;0,178506008796316;0,0576744845476741;0,0091320758002517
"44";2;5;0,280362473284562;0,294863887286359;0,308588860937051;0,329217979392276;0,355031359202439;0,388182236551611;0,422262121239735;0,479049798674449;0,561037034928627;0,68825801968673;0,855244096182766;1;1;1;1;1;0,783323286474456;0,18751610887919;0,0618628791193508;0,00995648991429957
"45";2;6;0,290744646934334;0,305469021699308;0,319398239345092;0,340322838415999;0,36648810502782;0,400064721018884;0,434554908146793;0,491972525445696;0,574768983476789;0,703056560480265;0,871144035042225;1;1;1;1;1;0,768857667108552;0,181088800372964;0,0588743449653781;0,00936839738501269
"46";2;7;0,283805388906109;0,2983802829771;0,312172598168274;0,332899186883679;0,358828710346229;0,392120194352035;0,426335668904967;0,483331654601841;0,565586691016141;0,693160937889845;0,860512056185243;1;1;1;1;1;0,778424339726009;0,185324855184678;0,0608464315370125;0,00977488321103341
"47";2;8;0,276737152317642;0,291162133748727;0,304817013062196;0,325344602690618;0,351036897008067;0,384041045524277;0,41797930649966;0,47454918649982;0,556256088701709;0,683106808339221;0,849709903108833;1;1;1;1;1;0,788625123990662;0,189912512587293;0,0629755803573908;0,0101324012624461
"48";2;9;0,305602148970947;0,320644791492735;0,334865588060072;0,356212061652035;0,382879804047052;0,417064442179675;0,452140691170087;0,510458238241913;0,594410972525108;0,724222896224588;0,893884738646123;1;1;1;1;1;0,74807647174918;0,171837504003016;0,0545706372454741;0,00853620386763522
"49";2;10;0,276737152317641;0,291162133748727;0,304817013062197;0,325344602690617;0,351036897008068;0,384041045524276;0,417979306499659;0,474549186499819;0,556256088701709;0,683106808339221;0,849709903108833;1;1;1;1;1;0,788625123990662;0,189912512587293;0,0629755803573913;0,0101324012624461
"50";2;11;0,365121764123394;0,381435302458465;0,396820509210721;0,41985186905578;0,448526620486515;0,485140143906661;0,522557841956338;0,5844713154679;0,673045077859822;0,808950170114734;0,984905706337339;1;1;1;1;1;0,664678253317947;0,134635310163037;0,0372314731688987;0,00520959312990199
"51";2;12;0,291912584567362;0,306661302068252;0,32061286314529;0,341569856217503;0,367773799823469;0,401397340443286;0,435932872137393;0,493420311160304;0,576306772686079;0,704713412706081;0,872924217550124;1;1;1;1;1;0,767083518049713;0,180278112178802;0,058499845056544;0,00932098800561983
"52";2;13;0,283810632458765;0,298385781037629;0,31217832041185;0,332905219338866;0,358835092175093;0,392126972526907;0,426342804555639;0,483339297940839;0,565594923966506;0,693169860532931;0,860521600736234;1;1;1;1;1;0,778447501755761;0,185339560239219;0,0608525566475447;0,00977053427002299
"53";2;14;0,28458489192028;0,299176445122653;0,312984028506885;0,333732717592931;0,359688577000861;0,393011945976454;0,427258169578083;0,484301398112838;0,566617173578507;0,694271547938701;0,86170547268616;1;1;1;1;1;0,777310058488762;0,184826637105835;0,0606164468748625;0,00973511017880773
"54";2;15;0,30036441107316;0,315294460831877;0,329412133124956;0,350609442277934;0,377099581379798;0,411069388494504;0,445938638271223;0,503938448511796;0,587483122653538;0,716757347990179;0,885864071290583;1;1;1;1;1;0,75531094093279;0,175045120221806;0,0560649280939478;0,00884141770087819
"55";2;16;0,31693990170463;0,332224240518612;0,346666525537881;0,368333557499615;0,395383238536922;0,430030222305976;0,465552286191569;0,524554689946805;0,609387797163968;0,74036094696205;0,911222604825764;1;1;1;1;1;0,732029494601163;0,164660961328962;0,051232314046942;0,00792423180966223
"56";2;17;0,280158427498484;0,294655501947282;0,308376499421783;0,328999864053466;0,354806389504153;0,3879489710265;0,422020857880832;0,478796251358786;0,560767700038151;0,687967865060145;0,854932434787564;1;1;1;1;1;0,783608530531499;0,187643691324292;0,0619228605259475;0,00996849911124992
"57";2;18;0,276737152317638;0,291162133748723;0,304817013062201;0,325344602690613;0,35103689700807;0,384041045524275;0,417979306499659;0,474549186499819;0,556256088701703;0,683106808339221;0,849709903108833;1;1;1;1;1;0,788625123990662;0,189912512587295;0,0629755803573934;0,0101324012624461
"58";2;19;0,289223140930632;0,303913720621861;0,317812048526551;0,33869206698608;0,364804395791073;0,398317164934833;0,432746007302381;0,490069756108952;0,572746109012829;0,700876051039747;0,868801320089355;1;1;1;1;1;0,770749400004283;0,181894962406378;0,0592533053383678;0,0094836326634763
"59";2;20;0,301161463663525;0,316108979631051;0,33024263047723;0,351463022144574;0,377980602247024;0,411983546631273;0,446884673764335;0,504933327383025;0,588540596648444;0,717897116940482;0,887088661084498;1;1;1;1;1;0,75427109403863;0,174594032323123;0,0558543366593742;0,00878771398482693
"60";2;21;0,292503925379665;0,307265629086691;0,321229068755969;0,34220321912348;0,36842755619755;0,402075718967257;0,436634932298328;0,494158649615353;0,577091592187668;0,705559325651303;0,873833084673804;1;1;1;1;1;0,766317600763023;0,179946625456513;0,0583447820456116;0,00928025638090391
"61";2;22;0,276667509987091;0,291088456405944;0,304739778202521;0,325262440259824;0,350949178468673;0,383947016060988;0,417879578327584;0,474441354763673;0,556138831826871;0,682978509359541;0,849571312719849;1;1;1;1;1;0,788274284412162;0,189684596008409;0,0628740571019568;0,0101902135340125
"62";2;23;0,298449352275606;0,313339043502367;0,327419705083151;0,34856340722077;0,374989615378542;0,408881954638279;0,443676433827016;0,501561260281095;0,584957938966858;0,714036696398402;0,882941256937698;1;1;1;1;1;0,758105595443394;0,176308487432706;0,0566522297863502;0,00893532028178258
"63";2;24;0,3437707927877;0,359628900312376;0,374596831688047;0,397024391953969;0,424979894909812;0,46072296467789;0,497301525653029;0,557926244246248;0,644843807125365;0,778564993827419;0,952264735293473;1;1;1;1;1;0,694586282558776;0,147983620305642;0,0434588100617235;0,0064061636746534
"64";2;25;0,276669880872418;0,291090762898004;0,3047420271714;0,32526460844648;0,350951254124873;0,383948984906838;0,417881449294728;0,474443084441469;0,556140394455095;0,682979873233814;0,849572434782881;1;1;1;1;1;0,788272731084983;0,189681867524144;0,0628705054553393;0,0101881147044658
"65";2;26;0,276737152317634;0,29116213374872;0,304817013062204;0,325344602690611;0,35103689700807;0,384041045524271;0,417979306499659;0,474549186499819;0,556256088701699;0,683106808339221;0,849709903108833;1;1;1;1;1;0,788625123990654;0,189912512587295;0,0629755803573901;0,010132401262445
"66";2;27;0,336390880521582;0,352091860611088;0,366915805868255;0,389134982075846;0,416842207090754;0,452284738975768;0,488573514229444;0,54875307622516;0,635098408798769;0,76806482692342;0,940984764862137;1;1;1;1;1;0,705002118830143;0,152643065694897;0,0456307990141199;0,00681008465376062
"67";2;28;0,307348309900454;0,3224285596095;0,336683798193795;0,358080086448451;0,384807135019081;0,419063502811535;0,454208859207636;0,512632471436944;0,596721403078583;0,726712766331056;0,896559851287045;1;1;1;1;1;0,745670720829287;0,17077263141136;0,0540753563263107;0,00843449674984245
"68";2;29;0,329059782745814;0,34460374393378;0,359283856122734;0,381294954326017;0,40875438636235;0,443897125720457;0,47989698130377;0,539632964851968;0,625408472812435;0,757623822513879;0,929768218533755;1;1;1;1;1;0,715177378627041;0,157166762509722;0,0477400532128442;0,00723166252338813
"69";2;30;0,302019074906519;0,316984720385845;0,331134994269696;0,352379458958778;0,378925742347055;0,412963460007607;0,447898142473423;0,505998386014959;0,589672037967864;0,719116208276002;0,888398389741054;1;1;1;1;1;0,753026804097018;0,174032886929197;0,055593561843598;0,00874507180289565
"70";2;31;0,290069928246855;0,304780742966534;0,318697489812143;0,33960396982146;0,365747548058028;0,399297778249545;0,433762400470457;0,491140539041554;0,573885933696672;0,702105717697898;0,870122818910327;1;1;1;1;1;0,769952396005293;0,181601529656371;0,059112802865536;0,00938909081811783
"71";2;32;0,359382366874765;0,375573728126523;0,39084698036697;0,413716320474924;0,442198043406122;0,478577919110791;0,515770338631419;0,577337765137183;0,665466722405086;0,800785151151482;0,976134605935792;1;1;1;1;1;0,672759377820227;0,138249369385647;0,0389178057417954;0,00552650803011695
"72";2;33;0,296713992146078;0,311566324711002;0,325612771245791;0,346706986028766;0,373074276346009;0,406895353910366;0,441621174974268;0,499400623199924;0,58266198265007;0,711562451955406;0,880282963779956;1;1;1;1;1;0,760497323541407;0,177367664527108;0,0571453515471554;0,00903690212632619
"73";2;34;0,33748505608269;0,353208787938187;0,36805361407611;0,390303060506391;0,41804642236109;0,45353279158866;0,489863923336553;0,550108698594169;0,63653808368119;0,769615678967306;0,942650744163312;1;1;1;1;1;0,703355510302111;0,1518897864283;0,0452799104290795;0,00676193754367667
"74";2;35;0,324522759322941;0,339970150167381;0,354561761553331;0,376444765895422;0,403751565944179;0,438709526116433;0,474531195223452;0,533993426508418;0,619416993006944;0,751168073360593;0,922832740885795;1;1;1;1;1;0,72160972870267;0,160046671681659;0,049080590276788;0,00747548626121099
"75";2;36;0,289058174183284;0,303746479096816;0,317642650097991;0,338519432884459;0,364627744314314;0,398135437073823;0,432559186097035;0,48987477688437;0,572540134817924;0,70065486343485;0,868563835688479;1;1;1;1;1;0,771218305052557;0,182140930726172;0,0593647736804262;0,00946371031541204
"76";2;37;0,298683488900039;0,313577747518258;0,327662618812;0,348812451773168;0,37524601892879;0,409147337786895;0,443950541930467;0,501848883240522;0,585263105028332;0,714365239785212;0,883294149853394;1;1;1;1;1;0,757696518271523;0,176113144431158;0,0565618204910484;0,00893186826819912
"77";2;38;0,281887021764283;0,296421139061238;0,310176073877716;0,330848542266896;0,356713554396294;0,389926909510731;0,424067015143587;0,480947164278818;0,563053211128586;0,690430823342133;0,857578669033006;1;1;1;1;1;0,781187654704464;0,186565805678966;0,0614214796290389;0,0098716961597987
"78";2;39;0,302631366909558;0,317609949818754;0,331772086560123;0,353033731441622;0,379600500540192;0,413663037461185;0,448621671149843;0,506758740819261;0,590479781567989;0,719986527406499;0,889333421182493;1;1;1;1;1;0,752136893453943;0,173631392543237;0,055407140039808;0,00871483968391742
